"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"1669",2000,1,1,2,0,0,0,69,29,14,2,11,17,2,2,2,0,111,6,14,1,1,2,5.47826086956522,0.261261261261261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,2e+05,9,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1670",2004,0,1,0,0,0,0,47,22,11,4,10,8,2,0,0,0,78,1,11,1,1,0,6.31914893617021,0.282051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,94,322400,11,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1671",2002,24,5,35,8,4,0,780,197,67,26,71,334,1,3,13,2,1035,0,78,4,2,19,2.31923076923077,0.190338164251208,1,0,1,1,1,0,0,0,18,10,5,2,2,4,1,0,0,0,30,0,6,0,1,0,7.5,0.333333333333333,0,3,1,98,111,1.5e+07,0,3,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"1672",2011,12,8,25,0,0,0,440,152,59,16,45,96,5,4,3,0,626,1,63,4,7,6,3.62045454545455,0.242811501597444,1,0,1,1,1,0,0,0,16,6,3,1,0,6,0,0,0,0,23,0,4,0,0,0,5.0625,0.260869565217391,0,0,1,97,106,1500000,1,3,12,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1673",2014,0,0,0,0,0,0,16,8,7,1,3,3,1,0,1,0,28,1,7,0,1,0,11.8125,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,101,415600,2,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1674",1999,4,1,0,0,0,39,224,35,13,5,23,124,1,2,1,0,286,55,14,2,1,0,1.56696428571429,0.122377622377622,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,97,98,3200000,66,2,4,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1675",2004,3,11,19,0,0,0,288,106,69,22,58,46,1,6,4,0,451,0,76,1,1,3,6.46875,0.235033259423503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,98,6e+05,1,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1676",2013,13,8,29,1,0,0,531,185,85,18,42,142,4,6,3,1,736,1,87,4,3,20,4.32203389830508,0.251358695652174,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,1,0,0,1,93,105,8500000,3,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1677",2000,8,4,0,0,0,0,209,44,19,2,45,71,1,4,2,0,296,13,24,6,2,6,2.45454545454545,0.148648648648649,1,1,0,8,0,0,0,0,23,10,6,3,1,9,0,0,0,0,33,1,6,0,0,0,7.04347826086956,0.303030303030303,0,0,1,87,98,3333333,73,3,8,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1678",2013,14,6,33,0,0,0,659,179,65,25,42,185,4,10,2,0,866,0,69,3,6,18,2.66312594840668,0.206697459584296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,92,6500000,0,0,1,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1679",2013,3,4,0,0,0,0,147,47,21,6,15,40,1,0,2,1,204,21,24,3,1,7,3.85714285714286,0.230392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,102,3e+06,50,2,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1680",2002,12,11,32,3,2,0,615,162,82,18,85,215,7,7,6,0,858,0,84,11,4,17,3.6,0.188811188811189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,98,4e+06,0,2,4,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1681",2001,11,11,29,0,0,0,503,203,115,37,74,97,3,8,15,0,772,1,122,8,9,15,6.17296222664016,0.262953367875648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,95,6200000,5,1,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1682",2003,4,4,10,0,0,0,181,58,27,6,25,67,0,3,0,1,261,0,29,3,1,5,4.02762430939227,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,94,12400000,0,3,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1683",2007,4,0,11,0,0,0,189,61,32,10,31,50,0,1,1,0,275,0,33,1,5,3,4.57142857142857,0.221818181818182,1,1,0,3,1,0,0,0,28,6,2,1,4,8,0,0,0,0,38,2,2,0,0,0,1.92857142857143,0.157894736842105,0,0,1,96,105,421500,1,2,1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1684",2008,3,0,1,0,0,1,103,18,7,2,16,33,0,1,1,0,137,5,7,0,2,0,1.83495145631068,0.131386861313869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,102,1250000,31,3,4,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1685",2009,6,5,0,0,0,3,236,56,25,7,31,57,9,3,2,0,314,27,25,5,3,7,2.86016949152542,0.178343949044586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,102,4250000,65,2,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1686",2009,2,1,0,0,0,0,42,29,21,3,7,9,0,4,0,0,77,3,21,0,1,1,13.5,0.376623376623377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,99,2500000,12,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1687",2010,1,4,9,0,0,0,158,66,39,9,15,25,0,1,5,0,240,0,42,3,4,2,6.66455696202532,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,101,414500,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"1688",2007,2,0,0,0,0,1,72,12,1,1,6,34,0,1,1,0,91,3,2,1,0,1,0.375,0.131868131868132,1,0,0,2,0,0,0,0,11,3,2,0,3,4,0,2,1,0,17,0,2,1,0,1,4.90909090909091,0.176470588235294,0,0,2,94,100,390000,19,3,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1689",2014,1,0,0,0,0,0,12,7,7,3,2,2,0,1,0,0,21,3,7,0,0,0,15.75,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,95,1500000,5,1,7,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1690",2013,0,5,0,0,0,1,115,43,23,3,21,30,7,1,0,0,177,14,24,4,4,5,5.4,0.242937853107345,1,0,0,4,0,0,0,0,3,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,9,0.25,0,0,1,93,105,1900000,49,3,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1691",2015,16,7,33,4,3,0,698,163,55,15,42,301,1,9,5,3,890,0,62,4,0,8,2.12750716332378,0.18314606741573,1,1,1,2,2,0,0,0,41,7,4,2,5,19,0,0,0,0,53,0,4,1,0,0,2.63414634146341,0.132075471698113,1,0,1,92,98,3.3e+07,0,3,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1692",1998,0,2,0,0,0,0,156,40,22,3,25,42,0,7,0,0,221,7,23,2,3,2,3.80769230769231,0.180995475113122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,103,475000,57,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1693",2010,1,0,0,0,0,3,110,30,15,3,29,28,7,0,5,1,171,14,17,2,0,5,3.68181818181818,0.175438596491228,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,97,100,1350000,60,3,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1694",2001,2,1,0,0,0,0,67,21,19,4,9,16,1,0,6,0,105,2,19,3,2,0,7.65671641791045,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,103,285000,33,0,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1695",1999,6,7,26,0,0,0,439,147,67,13,69,90,1,5,7,0,638,3,78,3,0,21,4.12072892938497,0.230407523510972,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,94,103,750000,11,2,7,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1696",2001,0,3,1,0,0,0,155,66,31,6,22,37,6,0,2,0,238,6,34,7,1,5,5.4,0.277310924369748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,99,255000,30,2,4,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1697",2015,4,4,0,0,0,33,199,43,12,3,33,116,1,7,5,0,278,54,13,0,2,0,1.62814070351759,0.154676258992806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,64,101,9468443,65,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1698",1999,4,9,17,0,0,0,269,104,60,12,39,72,0,3,4,0,407,0,64,7,2,5,6.02230483271375,0.255528255528256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,98,2e+05,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"1699",2012,2,4,7,0,0,0,112,41,19,6,20,19,1,4,1,0,169,0,23,1,2,2,4.58035714285714,0.242603550295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,92,3100000,0,1,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1700",2015,0,0,0,0,0,0,34,12,8,3,4,6,0,0,0,0,50,2,8,0,1,1,6.35294117647059,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,98,507500,9,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1701",2014,14,13,34,1,0,0,647,191,89,26,74,173,2,5,14,0,914,0,101,2,4,16,3.71406491499227,0.208971553610503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,102,1.2e+07,0,1,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1702",2012,0,0,0,0,0,1,39,5,2,0,4,19,0,0,0,0,49,5,2,0,0,0,1.38461538461538,0.102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,106,497500,24,1,3,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1703",1999,8,2,19,2,1,1,390,144,66,18,28,75,3,0,1,2,549,4,69,4,0,10,4.56923076923077,0.262295081967213,1,0,0,1,1,0,0,0,21,7,2,1,0,4,0,0,0,0,28,0,2,0,0,0,2.57142857142857,0.25,0,0,1,100,101,2250000,12,3,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"1704",2006,6,10,21,1,1,0,329,145,79,22,48,50,0,3,6,2,508,0,87,3,8,13,6.48328267477204,0.285433070866142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,103,325000,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1705",2001,5,12,26,0,0,0,430,161,105,30,48,123,0,7,11,1,635,0,111,3,5,5,6.59302325581395,0.253543307086614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,100,575000,2,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1706",1998,7,9,29,0,0,0,519,178,86,18,91,137,2,8,4,5,765,1,98,12,4,17,4.47398843930636,0.232679738562092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,95,265000,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"1707",2000,16,13,35,0,0,0,651,212,108,29,99,146,2,2,9,0,963,0,122,4,9,8,4.47926267281106,0.220145379023884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,102,4500000,0,2,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1708",2003,8,1,0,0,0,0,180,50,27,7,43,50,3,4,2,2,271,9,28,5,0,3,4.05,0.18450184501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,109,322500,50,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"1709",2007,0,0,0,0,0,0,12,4,5,0,11,1,1,1,0,0,27,0,5,0,0,0,11.25,0.148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,103,380000,9,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1710",2002,0,1,1,0,0,0,18,8,5,0,2,4,0,0,0,0,27,0,5,0,0,1,7.5,0.296296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,101,3e+05,0,2,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1711",2012,0,1,0,0,0,0,19,12,7,4,3,5,1,0,0,0,34,3,7,0,0,0,9.94736842105263,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,101,425000,6,3,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1712",2015,0,1,1,0,0,0,114,41,22,9,22,30,1,3,1,0,173,11,23,1,2,4,5.21052631578947,0.236994219653179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,508500,39,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1713",2013,8,9,30,1,1,0,549,136,61,16,56,191,1,7,12,3,731,0,71,5,1,21,3,0.186046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,101,3975000,0,2,3,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1714",2000,2,3,5,0,0,0,258,102,62,11,54,64,0,5,2,2,398,9,64,1,3,11,6.48837209302326,0.256281407035176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,105,212500,25,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1715",2011,0,1,0,0,0,0,29,13,5,1,3,5,0,1,0,1,44,2,6,2,1,2,4.6551724137931,0.295454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,102,412500,18,3,3,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1716",2000,7,4,0,0,0,36,227,58,24,4,25,58,3,2,0,0,311,61,26,5,2,3,2.85462555066079,0.186495176848875,1,0,0,10,0,0,0,6,47,10,3,1,1,10,0,0,1,0,60,9,3,0,0,0,1.72340425531915,0.166666666666667,1,0,1,87,98,9150000,66,3,5,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1717",2012,1,4,0,0,0,31,173,53,18,6,12,57,4,0,0,1,236,53,19,2,2,3,2.8092485549133,0.224576271186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,121,4250000,60,2,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1718",2008,8,5,13,0,0,0,354,118,56,10,46,62,3,4,6,0,509,3,60,4,3,10,4.27118644067797,0.231827111984283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,103,437500,32,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1719",2014,11,11,26,0,0,0,474,160,74,22,51,133,0,1,2,0,673,2,79,1,5,12,4.21518987341772,0.237741456166419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,102,6700000,4,1,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1720",2000,0,0,0,0,0,0,66,30,25,6,18,20,0,2,2,0,115,9,25,2,2,1,10.2272727272727,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,98,1700000,17,3,7,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1721",2011,1,0,0,0,0,0,19,6,3,0,3,3,0,2,0,0,27,1,3,0,1,0,4.26315789473684,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,89,400500,5,3,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1722",2004,0,0,0,0,0,0,4,8,4,0,1,0,0,0,0,0,13,0,4,0,1,0,27,0.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,101,316000,2,3,4,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1723",2011,11,7,22,0,0,0,390,106,52,17,46,142,3,5,3,0,540,0,55,4,3,5,3.6,0.196296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,98,535000,0,1,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1724",2008,4,2,0,0,0,0,190,63,26,7,21,46,3,2,2,0,275,10,29,2,2,2,3.69473684210526,0.229090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,101,640000,48,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"1725",2014,6,0,0,0,0,2,216,60,22,4,14,49,4,1,0,0,280,11,24,1,1,12,2.75,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,97,9e+05,70,0,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1726",2001,0,1,0,0,0,0,48,25,16,4,4,11,0,0,0,0,76,5,16,1,1,1,9,0.328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,102,360000,12,2,10,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1727",2013,7,8,17,1,0,1,435,151,67,12,44,101,4,11,1,0,620,6,73,9,3,19,4.15862068965517,0.243548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,94,520000,30,3,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"1728",2006,1,1,0,0,0,0,56,17,10,2,14,18,0,0,1,0,87,2,14,1,0,1,4.82142857142857,0.195402298850575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,104,302500,21,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1729",1998,3,3,0,0,0,0,183,70,35,6,26,42,3,3,4,1,277,16,38,3,2,5,5.16393442622951,0.252707581227437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,490000,57,0,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
