"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","throws.1","throws.2","salary.n","b1.l_W","b1.l_GS","b1.l_GM","b1.l_CG","b1.l_ER","b1.l_IPouts","b1.l_H","b1.l_HR","b1.l_BB","b1.l_SO","b1.BSR","b2.l_W","b2.l_GS","b2.l_GM","b2.l_CG","b2.l_ER","b2.l_IPouts","b2.l_H","b2.l_HR","b2.l_BB","b2.l_SO","b2.BSR"
"3670",2008,0,0,0,0,0,0,13,10,9,3,4,3,0,1,0,0,27,2,9,0,1,0,18.6923076923077,0.37037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,100,8e+05,3.23076923076923,13.5846153846154,21.7739307692308,2674.73490903199,4.95555555555556,13.2349700012244,3,0,13,40,1,0,2041911.76470588,5,19,0,0,81,302,127,16,51,59,90.0899550470365,4,18,0,0,77,252,105,19,42,54,86.0511774890956
"3671",2012,4,1,0,0,0,1,156,37,16,5,22,46,2,1,1,1,212,8,17,1,3,1,2.76923076923077,0.174528301886792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,97,482500,1.13461538461538,3.89230769230769,2.63877503628447,17512.826816887,6.81509433962264,21.9317699238536,39,0,2,26,0,1,1598025,0,0,6,0,6,20,8,0,7,4,4.75703691563896,0,0,33,0,13,60,16,3,22,15,16.0571397415626
"3672",2011,6,11,31,0,0,0,558,177,78,24,70,176,7,3,5,2,795,0,93,9,4,10,3.7741935483871,0.222641509433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,104,511000,1.32795698924731,4.08172043010753,3.95565211199026,13776.9422699063,7.03018867924528,111.217506455929,0,1,2,26,1,0,2285000,9,27,0,0,84,461,151,18,77,158,97.6508566087576,6,10,1,0,28,167,59,9,25,54,41.875314153516
"3673",2012,7,13,29,0,0,0,505,165,87,23,66,165,2,8,8,0,733,0,90,7,2,6,4.65148514851485,0.225102319236016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,101,3e+06,1.37227722772277,4.2990099009901,4.33524111058582,10856.089180518,6.9225102319236,106.820148275514,0,0,3,27,1,0,1934700,6,31,0,0,78,558,177,24,70,176,111.217506455929,9,27,0,0,84,461,151,18,77,158,97.6508566087576
"3674",2013,10,12,30,0,0,0,530,196,82,17,67,147,0,4,5,0,773,2,89,6,3,15,4.17735849056604,0.253557567917206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,101,5300000,1.48867924528302,4.00943396226415,4.7523118108814,12088.24612687,6.56429495472186,110.260704666519,2,0,4,28,1,0,1320612.5,7,29,0,0,87,505,165,23,66,165,106.820148275514,6,31,0,0,78,558,177,24,70,176,111.217506455929
"3675",2014,15,8,28,0,0,0,496,149,67,20,52,139,2,3,14,0,687,0,68,1,4,14,3.64717741935484,0.21688500727802,1,1,0,2,2,0,0,0,32,11,4,1,2,9,0,1,0,0,46,0,4,0,0,1,3.375,0.239130434782609,0,0,1,96,100,8800000,1.21572580645161,4.25241935483871,3.71815426688618,13708.4002685635,6.71004366812227,88.2410975184204,0,2,5,29,1,0,3550250,10,30,2,0,82,530,196,17,67,147,110.260704666519,7,29,0,0,87,505,165,23,66,165,106.820148275514
"3676",2015,3,11,11,0,0,0,249,100,62,15,31,71,0,2,4,0,377,7,68,3,2,5,6.72289156626506,0.26525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,104,2500000,1.57831325301205,5.10361445783133,5.96098083314691,7734.29797566541,6.54588859416446,70.5198984544165,27,1,6,30,1,0,3455656.33333333,15,28,0,0,67,496,149,20,52,139,88.2410975184204,10,30,2,0,82,530,196,17,67,147,110.260704666519
"3677",2012,12,8,28,0,0,0,511,194,95,28,56,153,3,6,10,2,748,0,100,3,6,19,5.01956947162427,0.259358288770053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,102,575600,1.46771037181996,4.65009784735812,5.32398383687223,10159.6177842679,6.84385026737968,129.269444367035,0,3,2,25,1,0,5509631.17647059,16,27,1,0,68,496,163,13,57,98,83.915862332829,1,7,3,0,21,126,44,4,17,26,25.0058701813267
"3678",2013,9,6,20,3,2,0,418,135,48,9,44,116,3,3,14,0,586,2,49,2,3,18,3.10047846889952,0.23037542662116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,101,575600,1.28468899521531,3.55885167464115,3.77084970156931,16286.8209215643,6.64914675767918,64.3302629624127,3,3,3,26,1,0,4448085,12,28,0,0,95,511,194,28,56,153,129.269444367035,16,27,1,0,68,496,163,13,57,98,83.915862332829
"3679",2014,2,2,4,0,0,0,62,32,19,6,6,12,0,1,2,0,96,0,19,0,2,4,8.2741935483871,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,101,3300000,1.83870967741935,6.9741935483871,9.39819153225806,6102.94372482692,5.9,26.0478200706624,0,3,4,27,1,0,5043995.83333333,9,20,3,3,48,418,135,9,44,116,64.3302629624127,12,28,0,0,95,511,194,28,56,153,129.269444367035
"3680",2015,6,11,17,0,0,0,282,99,53,13,33,63,0,5,7,0,413,0,54,3,2,7,5.07446808510638,0.239709443099274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,101,4100000,1.40425531914894,4.93404255319149,4.7485071016434,9951.17847766971,6.0682808716707,62.5128591217892,0,3,5,28,1,0,4171155.43478261,2,4,0,0,19,62,32,6,6,12,26.0478200706624,9,20,3,3,48,418,135,9,44,116,64.3302629624127
"3681",2008,4,1,0,0,0,0,145,45,16,2,15,26,2,3,4,0,205,12,19,3,2,5,2.97931034482759,0.219512195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,100,412500,1.24137931034483,3.71724137931034,3.19938680571909,16781.3896936863,5.92682926829268,19.1141867130004,45,0,3,26,1,0,2041911.76470588,2,6,7,0,19,131,44,8,10,37,29.7584516169948,0,0,7,0,7,40,15,2,5,7,9.86163683686257
"3682",2009,4,6,0,0,0,26,206,59,31,13,27,60,5,1,4,1,293,41,33,4,2,5,4.0631067961165,0.201365187713311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,102,2e+06,1.25242718446602,5.0495145631068,3.95794080320753,12551.210153281,6.79249146757679,45.9942752316382,75,0,4,27,1,0,1320810.95,4,0,45,0,16,145,45,2,15,26,19.1141867130004,2,6,7,0,19,131,44,8,10,37,29.7584516169948
"3683",2010,4,3,0,0,0,30,195,62,25,5,21,71,2,1,0,1,270,50,27,1,0,3,3.46153846153846,0.22962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,104,3650000,1.27692307692308,2.89230769230769,3.36041561538462,15021.3112491237,7.71111111111111,31.1905833569861,68,0,5,28,1,0,2414718.76470588,4,0,75,0,31,206,59,13,27,60,45.9942752316382,4,0,45,0,16,145,45,2,15,26,19.1141867130004
"3684",2011,1,4,0,0,0,36,193,57,29,8,21,55,2,1,1,0,268,51,30,1,2,2,4.05699481865285,0.212686567164179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,100,6e+06,1.21243523316062,4.03937823834197,3.33331264306705,12323.6459867071,6.96716417910448,34.4841302966542,68,0,6,29,1,0,3580000,4,0,68,0,25,195,62,5,21,71,31.1905833569861,4,0,75,0,31,206,59,13,27,60,45.9942752316382
"3685",2014,3,3,0,0,0,1,95,27,13,3,16,26,1,5,3,0,140,13,14,0,1,0,3.69473684210526,0.192857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,97,1500000,1.35789473684211,4.49473684210526,3.88195230075188,13125.9845964833,6.08571428571429,16.4098513232943,32,0,9,32,1,0,2958598.35,1,0,68,0,29,193,57,8,21,55,34.4841302966542,4,0,68,0,25,195,62,5,21,71,31.1905833569861
"3686",2000,0,6,12,0,0,0,205,88,60,12,34,45,2,5,2,0,322,3,63,5,5,4,7.90243902439024,0.273291925465839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,95,264000,1.78536585365854,5.65853658536585,6.87793627632177,6010.43796385362,5.80993788819876,64.4291357942573,5,0,2,25,1,0,1098500,7,12,32,0,49,326,95,11,54,86,58.7207484135389,0,0,4,0,6,16,7,0,2,2,2.91727493917275
"3687",2001,4,5,3,0,0,0,276,79,28,9,30,64,5,1,5,1,380,13,33,2,5,6,2.73913043478261,0.207894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,97,360000,1.18478260869565,4.05869565217391,3.16795163043478,17705.2754632264,6.47368421052632,43.3118846991154,49,0,3,26,1,0,972328.947368421,0,12,5,0,60,205,88,12,34,45,64.4291357942573,7,12,32,0,49,326,95,11,54,86,58.7207484135389
"3688",2002,6,5,0,0,0,20,293,80,37,8,37,73,1,2,0,0,404,43,38,6,4,5,3.40955631399317,0.198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,98,1400000,1.19795221843003,3.87576791808874,2.88424191193863,14370.4998669751,6.4990099009901,42.5978120819285,77,0,4,27,1,0,1146785.71428571,4,3,49,0,28,276,79,9,30,64,43.3118846991154,0,12,5,0,60,205,88,12,34,45,64.4291357942573
"3689",2003,0,3,0,0,0,0,32,21,19,7,7,10,0,0,0,0,63,4,21,1,2,0,16.03125,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,98,7e+05,2.625,11.825,16.1189875,3056.34486123558,5.97142857142857,27.096632371179,14,0,5,28,1,0,1194148.4375,6,0,77,0,37,293,80,8,37,73,42.5978120819285,4,3,49,0,28,276,79,9,30,64,43.3118846991154
"3690",2004,3,3,0,0,0,0,77,26,20,6,14,22,0,4,1,0,114,6,22,1,5,3,7.01298701298701,0.228070175438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,114,7e+05,1.55844155844156,6.27792207792208,6.01024299384826,8127.28489551329,6.13684210526316,23.2930604093859,22,1,6,29,1,0,877210.526315789,0,0,14,0,19,32,21,7,7,10,27.096632371179,6,0,77,0,37,293,80,8,37,73,42.5978120819285
"3691",2008,1,2,0,0,0,0,98,32,14,0,19,24,5,2,1,0,146,7,14,0,3,3,3.85714285714286,0.219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,98,7e+05,1.56122448979592,3.10816326530612,3.77155784176684,12702.9333295104,6.13972602739726,13.7469745892328,23,2,10,33,1,0,2119375,3,0,22,0,20,77,26,6,14,22,23.2930604093859,0,0,14,0,19,32,21,7,7,10,27.096632371179
"3692",2009,0,0,0,0,0,0,3,2,4,2,2,1,0,0,0,0,7,1,4,0,0,0,36,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,7e+05,4,33.2,41.8171428571429,1361.02857101897,3.68571428571429,6.37392498373925,1,1,11,34,1,0,3311114,1,0,23,0,14,98,32,0,19,24,13.7469745892328,3,0,22,0,20,77,26,6,14,22,23.2930604093859
"3693",2015,1,5,10,0,0,0,267,90,37,15,22,81,2,3,5,2,376,8,38,1,7,7,3.74157303370787,0.23936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,106,532900,1.25842696629213,4.41348314606742,4.19685292403777,14164.3061654638,7.18723404255319,58.9206570101335,25,1,2,28,0,1,2317136.84210526,2,28,3,0,82,485,157,25,46,129,101.257305550341,1,3,2,0,5,60,16,2,6,9,8.73729033000547
"3694",2005,1,4,8,0,0,0,195,74,38,7,36,33,2,3,5,0,305,4,41,4,4,5,5.26153846153846,0.242622950819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,101,342000,1.69230769230769,5.38461538461539,5.78812094577554,9597.37118017137,5.16393442622951,47.3817994245323,15,1,3,29,1,0,1208058.82352941,6,20,5,1,76,354,138,15,42,59,84.1390476357176,2,11,1,0,37,197,81,10,25,34,53.3614521097983
"3695",2007,2,3,7,0,0,0,177,72,43,7,36,35,5,2,4,0,278,4,49,0,3,9,6.55932203389831,0.258992805755396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,98,342000,1.83050847457627,5.33559322033898,6.63782489940251,7469.83122698784,5.4,48.6871147967049,11,0,5,31,1,0,839282.608695652,1,8,15,0,38,195,74,7,36,33,47.3817994245323,6,20,5,1,76,354,138,15,42,59,84.1390476357176
"3696",2011,0,1,0,0,0,0,20,5,2,0,3,8,0,0,1,0,29,2,2,0,0,0,2.7,0.172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,98,380000,1.2,2.6,2.71830043103448,18147.0476135863,7.0551724137931,1.76315584314337,9,1,5,31,0,1,1837091.17647059,1,1,4,0,13,27,11,3,11,4,14.083277666444,3,20,1,0,56,315,96,15,45,59,65.3386684349996
"3697",2010,6,2,0,0,0,0,186,43,14,5,12,45,2,0,5,0,240,14,15,1,3,6,2.03225806451613,0.179166666666667,1,0,1,11,0,0,0,0,14,6,4,2,1,8,0,0,1,0,23,1,4,0,0,0,7.71428571428571,0.260869565217391,0,0,1,90,104,1251000,0.887096774193548,3.52258064516129,1.93111653225806,25585.749929826,6.9,19.8920318956987,72,2,2,28,1,0,1676147.64705882,2,0,68,0,12,176,41,3,18,56,17.6012002599289,0,0,30,0,22,130,49,2,14,29,22.3937177462267
"3698",2011,0,1,0,0,0,0,50,17,10,7,5,18,0,0,2,0,74,7,10,1,1,0,5.4,0.22972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,115,1350000,1.32,7.76,6.44706918918919,10647.5024263389,7.18378378378378,19.6475263782316,16,2,3,29,1,0,2427727.77777778,6,0,72,0,14,186,43,5,12,45,19.8920318956987,2,0,68,0,12,176,41,3,18,56,17.6012002599289
"3699",2012,7,1,0,0,0,0,201,49,17,6,14,69,2,0,3,0,263,10,17,3,1,5,2.28358208955224,0.186311787072243,1,0,0,5,0,0,0,0,21,1,0,0,1,5,0,0,0,0,23,0,0,1,0,0,0,0.0434782608695652,0,0,2,93,103,2200000,0.940298507462687,2.97611940298507,2.0622448725952,22550.9199726337,7.8638783269962,23.9876237332423,69,1,4,30,1,0,2052464.89473684,0,0,16,0,10,50,17,7,5,18,19.6475263782316,6,0,72,0,14,186,43,5,12,45,19.8920318956987
"3700",2013,5,3,0,0,0,2,186,47,15,7,15,59,1,1,5,0,247,18,16,1,1,4,2.17741935483871,0.190283400809717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,105,3200000,1,3.68387096774194,2.59943019459318,24109.6489723361,7.34331983805668,26.2009191527405,68,1,5,31,1,0,2192075,7,0,69,0,17,201,49,6,14,69,23.9876237332423,0,0,16,0,10,50,17,7,5,18,19.6475263782316
"3701",2014,5,2,0,0,0,4,206,42,13,6,19,73,4,0,8,0,271,18,14,1,2,4,1.70388349514563,0.154981549815498,1,0,2,4,0,0,0,0,8,4,4,2,1,2,0,0,0,0,11,0,4,0,0,1,13.5,0.363636363636364,0,0,1,96,100,4250000,0.888349514563107,3.21456310679612,1.92451837136818,29342.9498304457,7.6140221402214,21.8761040050139,68,2,6,32,1,0,3550250,5,0,68,0,15,186,47,7,15,59,26.2009191527405,7,0,69,0,17,201,49,6,14,69,23.9876237332423
"3702",2015,6,2,0,0,0,6,196,47,11,5,14,82,1,0,5,0,257,19,13,0,1,5,1.51530612244898,0.182879377431907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,104,5854712,0.933673469387755,2.51122448979592,2.08589783609942,34314.4173056904,8.38832684824903,21.6043860372621,68,1,7,33,1,0,3455656.33333333,5,0,68,0,13,206,42,6,19,73,21.8761040050139,5,0,68,0,15,186,47,7,15,59,26.2009191527405
"3703",2015,9,9,28,0,0,0,508,149,63,18,46,150,0,5,3,1,700,0,65,4,3,8,3.34842519685039,0.212857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,102,520700,1.15157480314961,3.67834645669291,3.01563286192351,15230.116928176,7.13142857142857,81.3806441193194,0,0,3,25,1,0,1782721.22727273,11,31,0,0,77,504,156,20,59,174,93.5933582884028,0,4,3,0,13,89,28,3,8,22,14.9408206158049
"3704",2009,2,1,0,0,0,0,169,52,19,2,18,39,4,2,6,0,236,8,23,1,1,5,3.03550295857988,0.220338983050847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,440000,1.24260355029586,3.34201183431953,3.25585874034701,16141.3212984004,6.36610169491525,21.5674539017605,78,1,3,24,0,1,3311114,0,0,7,0,15,20,16,2,4,4,13.814060300763,7,0,56,0,26,157,45,1,20,36,17.6515030289176
"3705",2010,3,2,0,0,0,0,132,37,12,2,18,36,2,3,1,0,181,7,14,1,0,7,2.45454545454545,0.204419889502762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,97,895000,1.25,3.31363636363636,2.96706654947263,19758.0610241802,6.65966850828729,16.9893867924528,56,2,4,25,0,1,2684119.26315789,2,0,78,0,19,169,52,2,18,39,21.5674539017605,0,0,7,0,15,20,16,2,4,4,13.814060300763
"3706",2011,2,4,0,0,0,0,221,59,8,2,21,67,8,1,3,0,301,5,9,7,2,3,0.97737556561086,0.196013289036545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,98,2490000,1.08597285067873,2.38552036199095,2.12653691541017,50131.2190325321,7.43322259136213,21.9071396167662,78,1,5,26,0,1,2222526.31578947,3,0,56,0,12,132,37,2,18,36,16.9893867924528,2,0,78,0,19,169,52,2,18,39,21.5674539017605
"3707",2012,3,0,0,0,0,0,172,47,11,3,19,46,2,1,2,0,230,7,14,3,1,11,1.72674418604651,0.204347826086957,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0.5,0,0,2,94,101,4320000,1.15116279069767,3.26976744186047,2.71035411526795,29244.0177312821,6.80869565217391,21.0021296380647,64,2,6,27,0,1,2323960.52631579,2,0,78,0,8,221,59,2,21,67,21.9071396167662,3,0,56,0,12,132,37,2,18,36,16.9893867924528
"3708",2013,3,0,0,0,0,0,54,12,5,2,5,11,1,0,0,0,70,2,5,0,1,1,2.5,0.171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,103,1500000,0.944444444444444,4.08888888888889,1.93286785714286,20598.7507809728,6.6,6.9543640037455,19,2,7,28,0,1,2033294.11764706,3,0,64,0,11,172,47,3,19,46,21.0021296380647,2,0,78,0,8,221,59,2,21,67,21.9071396167662
"3709",2014,1,0,0,0,0,1,60,15,5,3,4,15,0,3,2,0,80,6,5,1,0,2,2.25,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,5500000,0.95,4.55,2.681751625,21554.2483900147,6.75,9.4691265060241,21,1,8,29,0,1,2262800,3,0,19,0,5,54,12,2,5,11,6.9543640037455,3,0,64,0,11,172,47,3,19,46,21.0021296380647
"3710",2015,1,2,0,0,0,0,90,47,27,2,18,21,2,1,2,0,159,8,30,2,0,2,8.1,0.29559748427673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,98,1750000,2.16666666666667,4.46666666666667,7.96830990566038,6049.01587119543,5.62641509433962,28.1866018345047,41,0,9,30,0,1,2970861.14285714,1,0,21,0,5,60,15,3,4,15,9.4691265060241,3,0,19,0,5,54,12,2,5,11,6.9543640037455
"3711",2012,2,0,1,0,0,3,198,49,24,9,17,66,1,5,2,0,263,11,26,0,3,4,3.27272727272727,0.186311787072243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,111,506000,1,3.79090909090909,2.50028206014518,16957.304951165,7.59011406844107,30.5414284130328,57,3,2,29,1,0,3885322.22222222,13,29,2,1,66,507,149,16,43,126,76.7449461366215,4,0,44,0,6,125,31,2,16,39,13.9884318455388
"3712",2013,7,4,18,0,0,0,313,87,36,11,41,72,1,6,5,1,428,0,38,2,3,11,3.10543130990415,0.203271028037383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,103,2625000,1.22683706070288,4.48434504792332,3.44070381744349,16582.8420639005,6.15700934579439,51.48040930455,5,3,3,30,1,0,3320737.25,2,1,57,0,24,198,49,9,17,66,30.5414284130328,13,29,2,1,66,507,149,16,43,126,76.7449461366215
"3713",2014,2,3,0,0,0,1,75,33,19,1,15,22,1,4,1,0,122,10,19,1,0,1,6.84,0.270491803278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,101,1500000,1.92,3.76,6.33729783606557,7382.59321551644,6.08852459016394,17.9454750349765,27,2,4,31,1,0,2345234.48275862,7,18,5,0,36,313,87,11,41,72,51.48040930455,2,1,57,0,24,198,49,9,17,66,30.5414284130328
"3714",2015,3,1,0,0,0,0,196,59,29,12,28,53,2,1,3,2,277,16,29,0,2,5,3.99489795918367,0.212996389891697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,107,2e+06,1.33163265306122,5.2969387755102,4.42857399801076,13391.2696183016,6.43971119133574,45.4953400003781,64,2,5,32,1,0,4682471.2,2,0,27,0,19,75,33,1,15,22,17.9454750349765,7,18,5,0,36,313,87,11,41,72,51.48040930455
"3715",2002,13,8,31,2,0,0,578,194,68,19,45,118,7,2,7,1,806,1,83,13,6,12,3.17647058823529,0.240694789081886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,103,340000,1.24048442906574,3.95778546712803,3.55045642220543,16211.9797813212,6.48684863523573,100.283734339249,1,0,3,26,1,0,940031.25,3,21,1,0,65,321,134,15,29,68,80.9148609616983,3,12,1,0,24,208,70,7,26,40,39.853052885245
"3716",2003,10,12,34,2,0,0,597,233,92,24,45,118,11,8,9,0,864,0,106,8,3,18,4.1608040201005,0.269675925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,105,2337500,1.39698492462312,4.23015075376884,4.59233730370603,12616.9884611541,6.44166666666667,129.748474455539,0,0,4,27,1,0,1617361.11111111,13,31,1,2,68,578,194,19,45,118,100.283734339249,3,21,1,0,65,321,134,15,29,68,80.9148609616983
"3717",2004,3,7,15,0,0,0,254,98,32,11,20,38,1,3,1,0,367,0,40,4,2,9,3.40157480314961,0.267029972752044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,105,2750000,1.39370078740157,4.7,4.52516413621833,15433.0918320901,5.98855585831063,56.4154828545365,0,0,5,28,1,0,1181382.35294118,10,34,0,2,92,597,233,24,45,118,129.748474455539,13,31,1,2,68,578,194,19,45,118,100.283734339249
"3718",2005,11,9,29,1,1,0,541,189,81,22,55,98,5,8,3,0,774,0,88,7,4,18,4.04251386321627,0.244186046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,96,4530000,1.35304990757856,4.58077634011091,4.13086557301294,11873.0796782466,6.09767441860465,110.604846149712,3,2,6,29,1,0,1617250,3,15,0,0,32,254,98,11,20,38,56.4154828545365,10,34,0,2,92,597,233,24,45,118,129.748474455539
"3719",2006,4,5,18,0,0,0,291,98,52,12,35,50,1,4,5,0,421,0,58,8,4,8,4.82474226804124,0.232779097387173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,1500000,1.37113402061856,4.98350515463918,4.32496176016847,10466.2456124591,5.71353919239905,59.6689401467613,0,1,7,30,1,0,1915635.4375,11,29,3,1,81,541,189,22,55,98,110.604846149712,3,15,0,0,32,254,98,11,20,38,56.4154828545365
"3720",2007,2,5,10,0,0,0,168,68,36,10,22,21,1,2,0,0,251,0,39,1,1,7,5.78571428571429,0.270916334661355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,99,1500000,1.60714285714286,5.89642857142857,5.9024296385885,8555.03673211924,5.4,48.1047679960387,0,1,8,31,1,0,2782623.52941176,4,18,0,0,52,291,98,12,35,50,59.6689401467613,11,29,3,1,81,541,189,22,55,98,110.604846149712
"3721",2009,1,5,6,0,0,0,213,77,47,18,19,31,1,3,4,0,306,5,47,3,3,5,5.95774647887324,0.251633986928105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,95,1500000,1.35211267605634,6.55211267605634,5.33478251864126,7972.32975381933,5.75294117647059,62.3361605877445,12,0,10,33,1,0,2286661.9047619,2,10,0,0,36,168,68,10,22,21,48.1047679960387,4,18,0,0,52,291,98,12,35,50,59.6689401467613
"3722",2009,11,10,29,0,0,0,530,165,77,25,53,109,1,2,7,1,725,0,80,11,8,16,3.92264150943396,0.227586206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,99,439000,1.23396226415094,4.80754716981132,3.841714964216,12618.2823785432,6.22758620689655,103.521862731826,0,0,2,27,1,0,1460763.15789474,1,5,25,0,45,188,86,10,31,49,60.3718934421284,0,0,6,0,2,19,5,1,2,9,3.4533644723398
