"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2"
"4633",2013,1,3,5,0,0,0,94,35,19,4,11,21,2,2,0,0,137,2,19,0,0,1,5.45744680851064,0.255474452554745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,103,500100,1.46808510638298,4.38085106382979,4.63883280788942,9436.07491915909,6.45109489051095,21.3425144874164,3,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"4634",2014,0,0,1,0,0,0,14,5,2,1,2,2,0,0,1,0,22,0,2,0,0,0,3.85714285714286,0.227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,500100,1.5,7.05714285714286,6.24806753246753,12573.3115608419,4.85454545454546,4.00089269773255,0,1,3,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4635",2007,3,4,0,0,0,0,201,66,23,2,21,62,4,5,3,0,284,11,27,3,1,5,3.08955223880597,0.232394366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,98,395000,1.29850746268657,2.63283582089552,3.26288669329409,15858.9416101341,7.17464788732394,26.9521501087693,71,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4636",2008,3,3,0,0,0,5,172,57,20,1,26,43,4,4,1,0,245,27,21,6,1,7,3.13953488372093,0.23265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,101,410000,1.44767441860465,3.13023255813953,3.69124598006644,16084.2097522051,6.37959183673469,24.3994302338457,66,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4637",2009,2,1,0,0,0,15,142,54,31,5,24,39,2,0,2,1,219,32,35,1,0,4,5.8943661971831,0.246575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,102,1625000,1.64788732394366,4.44647887323944,5.41132896006174,8651.80505711599,6.22191780821918,33.5459085045593,54,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4638",2010,2,5,0,0,0,23,160,68,26,5,20,43,1,8,0,0,244,41,26,2,0,5,4.3875,0.278688524590164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,96,2800000,1.65,3.875,5.45351054303279,10939.507509603,6.58032786885246,38.2184917704004,58,1,3,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4639",2011,2,2,0,0,0,2,162,52,18,3,14,36,4,2,2,0,226,16,21,3,3,6,3,0.230088495575221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,116,3600000,1.22222222222222,3.25555555555556,3.05716622418879,19332.1609271266,6.67433628318584,22.8636878345208,63,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4640",2012,1,0,0,0,0,0,141,45,14,2,14,40,2,1,5,1,200,6,17,0,1,4,2.68085106382979,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,103,2300000,1.25531914893617,3.13617021276596,3.4026869787234,19209.1525140024,6.78,19.1567164179104,46,1,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4641",2013,2,4,0,0,0,0,182,64,21,2,23,46,1,6,1,0,260,12,23,2,3,15,3.11538461538462,0.246153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,107,4e+06,1.43406593406593,3.24945054945055,3.92140613693998,17171.7981159854,6.46153846153846,28.3135622212625,76,0,6,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4642",2014,2,2,0,0,0,6,102,47,19,3,12,18,0,3,1,0,158,23,23,4,2,6,5.02941176470588,0.29746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,101,4e+06,1.73529411764706,4.43529411764706,6.18555696202532,10040.3267731024,5.77974683544304,25.9498498261145,35,0,7,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4643",2000,0,0,0,0,0,0,36,18,8,4,8,6,0,0,3,0,63,4,8,0,0,1,6,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,92,210000,2.16666666666667,9.28333333333333,11.8814488095238,7666.201746964,4.44761904761905,17.9967756466488,11,3,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4644",2001,0,0,0,0,0,0,31,6,3,0,6,9,0,1,2,0,44,2,4,1,1,1,2.61290322580645,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,106,230000,1.16129032258065,3.78064516129032,2.53874090909091,20282.7205640288,5.67272727272727,2.22308193688106,9,2,1,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4645",2002,0,0,0,0,0,0,73,31,19,2,13,24,4,0,1,0,120,4,21,0,2,0,7.02739726027397,0.258333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,105,230000,1.80821917808219,3.52876712328767,5.69691018835617,7470.30719431466,6.8,18.3248885636822,22,2,2,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4646",2003,3,2,6,0,0,0,277,93,34,9,36,68,4,11,6,0,397,8,37,4,6,7,3.31407942238267,0.234256926952141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,102,326000,1.3971119133574,4.22888086642599,4.3171849430294,15387.9556805002,6.30680100755668,52.7837991316316,46,2,3,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4647",2004,7,3,0,0,0,0,252,61,20,8,26,83,2,3,3,0,326,7,22,2,3,12,2.14285714285714,0.187116564417178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,90,910000,1.03571428571429,3.42619047619048,2.48070491893076,20998.7265242927,7.46134969325153,33.1415144992833,73,3,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4648",2005,8,1,0,0,0,1,221,55,15,4,23,70,4,3,0,0,288,17,17,2,0,9,1.83257918552036,0.190972222222222,1,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0.4,0,0,1,82,91,1365000,1.05882352941176,2.77918552036199,2.14808841911765,24826.889425635,7.525,24.2626884790178,73,2,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4649",2006,7,4,0,0,0,2,227,70,30,9,22,68,3,2,1,0,314,11,31,1,2,3,3.56828193832599,0.222929936305732,1,0,0,2,0,0,0,0,4,1,1,1,1,0,0,0,0,0,5,1,1,0,0,1,6.75,0.2,0,0,1,88,90,2150000,1.215859030837,3.74185022026432,3.36351059864194,12610.3463518901,7.2343949044586,40.4601815005338,73,2,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4650",2007,5,6,0,0,0,1,211,68,29,12,25,50,3,6,1,0,295,11,33,0,0,5,3.71090047393365,0.230508474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,90,4e+06,1.32227488151659,4.97725118483412,4.25745794200337,12125.7014138636,6.49830508474576,47.8685444544435,71,2,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4651",2008,2,2,0,0,0,1,139,41,19,8,9,40,1,3,0,0,186,13,20,2,0,4,3.69064748201439,0.220430107526882,1,0,0,1,0,0,0,0,3,1,0,0,1,1,1,0,0,0,5,1,0,0,0,0,0,0.2,0,0,1,89,105,4500000,1.07913669064748,4.23597122302158,3.08570753074959,14224.2835617772,7.46451612903226,26.9639039582272,50,2,8,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4652",2009,3,7,0,0,0,2,168,70,29,9,23,55,6,5,3,0,259,24,34,0,3,3,4.66071428571429,0.27027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,105,5e+06,1.66071428571429,4.39642857142857,6.07452101489244,11263.6847256742,7.02162162162162,47.7222291972851,57,1,9,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4653",2010,3,2,0,0,0,0,172,59,28,11,17,52,0,7,3,0,249,28,31,4,0,5,4.3953488372093,0.236947791164659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,105,5500000,1.32558139534884,4.92674418604651,4.61828730736901,11943.7201130236,6.9421686746988,42.1960789578495,52,1,10,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4654",2011,4,4,0,0,0,1,163,58,22,6,21,42,6,3,4,0,237,27,22,2,4,6,3.6441717791411,0.244725738396624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,98,850000,1.45398773006135,4.13865030674847,4.66565860060573,13445.3125500662,6.56455696202532,34.2703158191267,64,1,11,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4655",1999,1,4,8,0,0,0,177,69,39,14,25,31,1,4,2,0,264,0,41,4,0,7,5.94915254237288,0.261363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,96,4e+05,1.59322033898305,6.55593220338983,6.41990909090909,8067.88678833224,5.62727272727273,56.8157887916983,6,3,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4656",2003,0,0,0,0,0,0,27,7,3,2,4,7,0,0,0,0,35,7,3,0,0,1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,104,350000,1.22222222222222,5.86666666666667,4.13692142857143,17332.2822105273,6.42857142857143,6.3575748025292,7,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4657",1998,1,0,0,0,0,0,47,22,8,5,5,16,0,1,0,0,75,3,10,0,1,0,4.59574468085106,0.293333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,99,380000,1.72340425531915,6.26382978723404,7.62716634042553,10770.1801716858,7.16,19.3630675128642,7,2,3,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4658",1999,0,0,0,0,0,0,10,7,4,2,2,3,0,0,0,0,20,0,5,0,0,0,10.8,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,101,380000,2.7,11,16.23707125,4675.64236982708,6,8.29785924355379,2,1,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4659",2000,5,8,7,0,0,0,305,129,61,11,36,51,6,2,4,1,468,8,71,3,9,10,5.4,0.275641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,104,380000,1.62295081967213,4.60655737704918,5.51377368852459,9629.04567251517,5.83589743589744,74.6468460745047,46,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4660",2001,0,0,0,0,0,0,15,11,7,1,2,3,0,0,0,0,28,1,7,1,0,0,12.6,0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,102,380000,2.6,5.8,12.6856535714286,4047.37359311764,5.82857142857143,7.95131709674821,4,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4661",2005,1,2,4,0,0,0,71,19,15,4,7,33,0,0,0,0,93,2,15,0,0,2,5.70422535211268,0.204301075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,102,327000,1.09859154929577,3.49577464788732,3.15191935483871,8940.19855901985,8.75483870967742,13.4085915476619,2,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4662",2006,12,3,16,0,0,1,363,89,29,9,32,144,0,9,1,1,473,2,31,4,2,17,2.15702479338843,0.18816067653277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,98,410000,1,2.60495867768595,2.12348414376321,22715.0975301097,8.21606765327695,42.106027753686,12,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4663",2008,6,4,14,0,0,0,228,74,33,7,32,67,1,3,1,0,329,0,40,2,3,6,3.90789473684211,0.224924012158055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,96,430000,1.39473684210526,3.89736842105263,3.97214089545673,12282.0834312361,6.67659574468085,42.0064952206123,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4664",2009,5,13,24,0,0,0,410,147,88,21,65,122,0,5,6,1,609,2,93,5,6,11,5.79512195121951,0.241379310344828,1,0,0,1,0,0,0,0,6,1,1,1,1,1,0,0,0,0,8,0,2,0,0,1,4.5,0.125,0,0,1,87,98,1600000,1.55121951219512,4.97073170731707,5.45720153069807,8454.87445632998,6.40492610837438,103.258902293007,5,1,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4665",2010,14,10,31,0,0,0,575,184,77,9,58,201,0,10,10,1,806,0,77,6,2,15,3.61565217391304,0.228287841191067,1,0,0,1,1,0,0,0,17,6,4,0,3,7,0,1,0,0,26,0,4,0,0,0,6.35294117647059,0.230769230769231,0,0,1,94,100,4300000,1.26260869565217,2.77739130434783,3.33912362714424,13827.9252290116,7.38014888337469,80.2774147144263,0,3,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4666",2011,9,10,24,1,1,0,403,125,76,14,75,112,1,9,7,0,591,0,81,0,6,16,5.09181141439206,0.211505922165821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,97,5500000,1.48883374689826,4.69627791563275,4.58334170560895,9524.51984778063,6.02944162436548,80.4238950016256,2,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4667",2012,6,12,28,0,0,0,470,143,93,19,87,167,5,11,7,1,693,2,97,4,8,11,5.34255319148936,0.206349206349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,99,1e+06,1.46808510638298,4.34893617021277,4.46909808786958,9264.67111542868,6.75064935064935,97.4461890557589,6,2,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4668",2013,16,8,26,2,0,0,483,134,54,9,63,163,0,7,0,2,666,0,54,3,1,12,3.01863354037267,0.201201201201201,1,1,0,2,2,0,0,0,39,7,3,0,3,10,0,1,2,0,50,0,3,0,0,1,2.07692307692308,0.14,0,0,2,94,94,6e+06,1.22360248447205,3.07577639751553,2.86176714369649,15569.0146589578,7.2018018018018,63.868358200431,0,1,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4669",2014,7,10,29,0,0,0,487,130,61,13,81,175,3,12,4,0,691,0,68,6,5,11,3.38193018480493,0.188133140376266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,11666666,1.29979466119096,3.60041067761807,3.28478848245408,14340.0532321546,7.0150506512301,74.5491799128536,0,2,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4670",2015,12,7,31,0,0,0,560,155,70,15,70,205,1,10,5,1,773,0,75,2,1,22,3.375,0.200517464424321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,97,13666667,1.20535714285714,3.2375,3.04384570781741,14369.4989266765,7.43363518758085,81.7246314030664,0,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4671",2004,0,0,0,0,0,0,47,15,7,3,3,10,0,1,1,0,67,1,10,0,0,0,4.02127659574468,0.223880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,101,316000,1.14893617021277,5.17872340425532,3.7283150841537,12557.4395075356,6.47462686567164,10.2691633510475,11,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4672",2005,0,0,0,0,0,0,23,10,9,3,6,6,0,0,1,0,40,4,11,1,0,0,10.5652173913043,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,104,316000,2.08695652173913,9.46086956521739,10.6249569021739,4921.51223261889,5.1,11.8106696511845,5,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"4673",2007,7,9,20,0,0,0,333,116,47,14,36,50,2,2,7,0,478,0,56,3,3,17,3.81081081081081,0.242677824267782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,99,395800,1.36936936936937,5.04684684684685,4.47616902069433,12988.5740051476,5.62594142259414,69.5581526933761,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4674",2008,13,9,28,2,2,0,528,178,70,20,39,99,2,4,8,0,735,0,79,1,4,11,3.57954545454545,0.242176870748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,97,414400,1.23295454545455,4.31931818181818,3.71163073979592,13548.384702295,6.28163265306122,96.3683176034024,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4675",2009,0,1,2,0,0,0,27,14,9,4,1,8,0,0,1,0,42,0,9,0,0,0,9,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,414700,1.66666666666667,7.86666666666667,9.54647619047619,5499.66647064809,7.11428571428571,13.4035377834978,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4676",2010,1,5,9,0,0,0,140,53,30,7,15,16,0,1,2,0,202,0,30,0,0,6,5.78571428571429,0.262376237623762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,100,830000,1.45714285714286,5.55714285714286,5.175475,8641.45124456489,5.34059405940594,33.8579175844229,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4677",2011,6,3,8,0,0,1,225,69,37,10,28,66,2,3,3,0,317,4,40,2,2,8,4.44,0.217665615141956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,104,975000,1.29333333333333,4.33333333333333,3.89703659305994,11711.0014935995,6.8006309148265,44.0788656833596,20,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4678",2007,3,3,10,0,0,0,169,77,33,8,8,27,0,2,1,1,250,0,35,4,0,5,5.27218934911243,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,104,392500,1.50887573964497,4.56686390532544,5.51784461775148,9862.47708275796,6.264,43.7951851431267,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4679",2015,1,4,0,0,0,0,70,26,11,4,12,27,2,1,3,0,106,7,11,0,0,4,4.24285714285714,0.245283018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,97,1e+06,1.62857142857143,4.78571428571429,6.31666311320755,11430.283237129,6.98490566037736,19.3803673871472,14,2,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4680",1998,3,0,0,0,0,0,113,26,7,3,6,20,2,2,2,0,145,8,10,0,1,2,1.67256637168142,0.179310344827586,1,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.25,0,0,1,114,95,1025000,0.849557522123894,3.65132743362832,1.66593849862679,28397.7487072665,6.55862068965517,11.6201082142514,50,2,5,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4681",1999,5,3,0,0,0,3,216,68,29,11,23,47,4,1,4,0,301,25,36,1,1,9,3.625,0.225913621262458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,101,3e+06,1.26388888888889,4.83888888888889,4.00481904069767,13930.18968114,6.35681063122924,44.661767935374,74,1,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4682",2001,9,5,0,0,0,1,211,74,34,6,21,44,2,1,6,0,303,28,38,2,2,8,4.35071090047393,0.244224422442244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,102,3e+06,1.35071090047393,4.12417061611374,4.1879308056872,11721.5113667348,6.15247524752475,38.0915033440555,84,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"4683",2002,4,5,0,0,0,5,171,67,33,6,19,37,4,2,2,0,253,19,34,4,3,5,5.21052631578947,0.264822134387352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,103,650000,1.50877192982456,4.16491228070175,4.87783707093821,9883.23901107283,6.34861660079051,37.860454234769,66,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"4684",2003,1,4,0,0,0,0,143,68,28,2,14,25,2,1,1,0,223,16,34,1,4,6,5.28671328671329,0.304932735426009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,98,650000,1.72027972027972,3.51468531468531,5.63254309322964,9267.95645979585,6.0457399103139,32.0538276093744,52,1,10,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
