"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"9260",2014,1,10,15,0,0,0,261,88,50,11,36,70,0,2,1,0,378,2,57,3,3,4,5.17241379310345,0.232804232804233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,101,518000,1.42528735632184,4.51034482758621,4.43059763273125,9762.74126819894,6.44761904761905,55.6821920504949,4,2,1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5020",2008,2,4,0,0,0,7,262,40,26,10,41,114,3,6,6,1,348,22,30,2,3,2,2.6793893129771,0.114942528735632,1,0,0,2,0,0,0,0,8,3,2,0,0,3,0,0,0,0,11,0,2,1,0,0,6.75,0.272727272727273,1,0,1,97,107,575000,0.927480916030534,3.58931297709924,1.85527624045802,19966.0256200658,7.81379310344828,30.3992928676762,82,3,2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"153",2000,4,5,0,0,0,0,209,73,34,12,25,56,2,2,4,0,308,11,35,2,3,4,4.39234449760766,0.237012987012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,92,270000,1.4066985645933,4.99425837320574,4.82949012458833,10472.1317981404,6.52987012987013,50.9994700438912,62,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2585",2012,10,10,26,2,1,0,485,156,62,15,37,137,1,1,7,0,673,0,73,3,0,16,3.45154639175258,0.231797919762259,1,0,1,3,3,0,0,0,58,16,3,0,7,16,0,0,2,0,81,0,3,1,0,2,1.39655172413793,0.197530864197531,0,0,1,88,103,4e+06,1.19381443298969,3.50927835051546,3.32731094805533,14919.9434420129,7.07607726597325,78.4890937813897,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8707",2013,0,0,0,0,0,0,25,19,10,1,1,3,0,0,2,0,47,1,10,0,0,0,10.8,0.404255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,118,2655000,2.4,5.12,12.2527569361702,5462.63167959995,5.4,11.1081549836934,6,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6524",1998,7,4,10,0,0,0,317,131,56,9,36,55,3,1,8,1,476,7,63,9,3,13,4.76971608832808,0.275210084033613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,100,850000,1.58044164037855,4.43028391167192,5.42932234644647,10482.1685377311,5.75294117647059,70.2462253346848,38,3,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"86",2007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,301000,0,3.2,-0.56,15032.1902189941,5.4,0,1,3,4,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1143",2011,0,0,0,0,0,0,14,6,2,1,3,3,0,0,0,0,23,1,2,1,0,0,3.85714285714286,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,106,750000,1.92857142857143,6.62857142857143,7.60898835403727,13739.9074788582,5.4,5.06246289039307,6,1,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4587",2002,5,7,16,2,1,0,300,80,41,15,31,77,3,6,6,1,413,1,43,0,3,5,3.69,0.193704600484261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,99,335000,1.11,4.63,3.13803783898305,13413.8206601173,6.64939467312349,53.397391388988,6,3,3,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"5744",1999,0,4,8,0,0,0,150,60,32,7,26,25,4,1,1,1,234,1,33,3,2,5,5.76,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,92,201500,1.72,5.4,5.93142803846154,7985.62681975417,5.5025641025641,41.0815650763617,14,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7232",2009,0,0,1,0,0,0,12,3,2,0,2,3,0,0,0,0,16,0,2,0,1,1,4.5,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,112,401000,1.25,3.2,2.58356640625,12443.6897921735,6.15,1.10753581067054,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8934",1998,2,2,0,0,0,0,155,54,35,12,16,29,1,1,2,0,228,4,38,2,1,3,6.09677419354839,0.236842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,99,350000,1.35483870967742,6.08387096774194,4.89419619694397,8118.55526619479,6.03157894736842,42.8694146573808,30,2,4,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"726",2001,7,8,21,0,0,0,386,137,77,16,52,85,3,6,8,0,571,1,87,4,3,7,5.3860103626943,0.239929947460595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,103,250000,1.46891191709845,4.82435233160622,4.84647996447465,9561.22871747898,5.98844133099825,85.3542142932568,9,0,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7035",2000,5,5,16,0,0,0,262,89,50,18,35,63,5,2,1,0,381,0,52,3,5,5,5.15267175572519,0.233595800524934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,100,225000,1.41984732824427,5.50152671755725,4.87476531976919,9703.11525461144,6.40787401574803,69.7203281167647,1,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7704",2015,3,3,0,0,0,2,192,59,21,8,19,54,1,3,1,0,265,19,24,1,0,6,2.953125,0.222641509433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,106,2750000,1.21875,4.028125,3.46806862912736,17946.0016050393,6.98490566037736,34.9849846243583,74,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4153",2004,0,0,0,0,0,0,20,5,2,2,2,4,0,1,0,0,27,6,3,0,2,1,2.7,0.185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,97,6e+06,1.05,6.8,3.4967975,17961.8736583456,6.28888888888889,5.24257932446264,7,3,11,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4193",2015,10,6,25,0,0,0,403,145,72,15,49,110,0,9,6,0,587,0,76,0,5,12,4.82382133995037,0.247018739352641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,107,2600000,1.44416873449131,4.24218362282878,4.67661508025414,11090.1196165739,6.52436115843271,84.9394967029121,0,2,3,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6947",2005,4,2,0,0,0,3,188,38,15,5,20,67,2,1,5,0,244,18,15,3,1,2,2.15425531914894,0.155737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,450000,0.925531914893617,3.2,1.94445662604639,23208.4690568314,7.56393442622951,19.6497225696678,65,3,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8158",2013,0,1,1,0,0,0,8,9,7,2,0,0,0,0,2,0,18,0,7,0,0,0,23.625,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,89,490500,3.375,15.2,32.560965625,1883.48365901945,4.06666666666667,9.22369459988328,0,3,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"6580",2005,7,11,30,2,0,0,567,224,118,23,56,107,4,7,6,1,822,0,118,5,7,25,5.61904761904762,0.272506082725061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,96,6800000,1.48148148148148,4.57037037037037,5.05441013208203,8541.8548573394,6.11532846715328,130.205388491629,0,2,5,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7063",2007,1,0,0,0,0,0,60,13,6,1,17,21,2,2,0,0,88,7,8,0,1,3,2.7,0.147727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,90,397500,1.5,4,3.33097613636364,16665.6559716609,6.21818181818182,8.32756540464591,26,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"8101",2015,3,3,0,0,0,0,154,34,14,4,10,50,1,1,2,0,191,11,14,0,0,2,2.45454545454545,0.178010471204188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,97,517500,0.857142857142857,2.90779220779221,1.71627514108928,19758.0610241802,7.85026178010471,15.5400842050436,55,3,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2130",2004,0,0,0,0,0,0,83,34,13,1,12,21,1,1,2,0,130,6,17,1,1,1,4.2289156626506,0.261538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,105,3e+05,1.66265060240964,3.56144578313253,5.16922683966636,12413.7770763269,6.13846153846154,16.3830537706916,22,2,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"225",2005,0,1,0,0,0,1,94,42,27,7,17,34,1,2,4,1,155,11,29,1,1,1,7.75531914893617,0.270967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,105,342000,1.88297872340426,5.84893617021277,8.22090173301304,6769.1368082425,6.48387096774194,34.3726530337784,35,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"9346",2014,0,2,0,0,0,1,108,33,15,4,15,42,3,2,3,0,156,12,16,0,1,2,3.75,0.211538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,97,512800,1.33333333333333,3.56111111111111,3.93777091346154,12932.5490340088,7.47692307692308,20.0526306356591,37,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3638",2007,9,5,24,0,0,0,443,109,61,23,64,128,4,2,5,0,608,0,64,8,3,9,3.71783295711061,0.179276315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,7e+06,1.17155756207675,4.8117381489842,3.26450318625995,13044.442673192,6.64342105263158,81.5885290192871,3,3,9,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8860",2013,3,1,0,0,0,2,215,51,19,5,12,54,1,2,6,0,280,14,19,3,1,4,2.38604651162791,0.182142857142857,1,0,0,4,0,0,0,0,12,4,1,1,1,1,0,0,0,0,17,0,1,0,0,0,2.25,0.235294117647059,0,0,2,94,94,518500,0.87906976744186,3.31162790697674,1.87550732724252,19696.6612390214,6.98571428571429,21.6882152764519,67,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"861",2002,0,3,0,0,0,0,82,33,14,3,13,24,2,2,2,0,128,6,16,2,1,2,4.60975609756098,0.2578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,94,1500000,1.68292682926829,4.29756097560976,5.79510442073171,10195.1489071081,6.43125,20.3991304648741,30,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"35",2011,10,2,4,0,0,2,342,84,33,8,42,80,1,1,15,2,474,15,37,3,3,9,2.60526315789474,0.177215189873418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,105,1200000,1.10526315789474,4.18245614035088,2.83884680213191,20150.2931293718,6.00759493670886,42.1445058996407,51,3,3,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3264",2013,1,0,2,0,0,0,33,11,1,0,1,14,0,0,0,0,46,0,1,0,0,0,0.818181818181818,0.239130434782609,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,96,103,502500,1.09090909090909,0.927272727272727,2.18193003952569,62940.6273863059,8.79130434782609,3.16521056248159,0,2,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2522",2014,2,1,0,0,0,13,95,20,7,5,11,21,0,1,0,0,122,22,7,1,1,3,1.98947368421053,0.163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,101,4125000,0.978947368421053,4.96842105263158,2.38027845125108,25382.0585790612,6.38360655737705,15.0527745322671,30,2,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8592",2000,3,1,0,0,0,1,169,64,24,2,21,32,4,1,4,0,248,21,27,2,4,8,3.83431952662722,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,102,310000,1.50887573964497,3.64378698224852,4.49293359181141,13300.1193351616,5.93225806451613,29.0311285062396,77,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7492",2003,0,0,0,0,0,0,24,11,8,1,4,2,2,1,0,0,38,4,8,0,0,0,9,0.289473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,116,1425000,1.875,5.075,6.47842927631579,6444.05364237554,5.4,7.15707665176557,9,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1308",2012,0,3,3,0,0,0,43,17,12,4,3,2,0,1,1,0,62,0,15,0,2,1,7.53488372093023,0.274193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,95,3250000,1.3953488372093,7.38604651162791,6.03309769317329,6303.63005965136,5.01290322580645,13.8381042820523,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5897",2009,0,0,0,0,0,0,93,20,9,3,11,21,2,2,1,0,121,9,9,1,1,2,2.61290322580645,0.165289256198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,102,407500,1,4.07096774193548,2.14787182084777,19517.3348823673,6.49090909090909,11.5176732266331,36,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8958",2009,2,5,7,0,0,2,218,60,43,6,40,43,1,0,5,0,314,9,43,4,1,5,5.3256880733945,0.191082802547771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,101,3100000,1.37614678899083,4.90642201834862,3.8431419900076,9481.76778253304,5.36178343949045,35.848567135061,26,0,10,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2674",2007,17,9,34,1,1,0,646,234,101,25,63,165,7,1,7,1,922,0,103,7,4,22,4.22136222910217,0.253796095444685,1,2,1,3,3,0,0,0,50,21,9,3,6,15,2,0,2,0,75,0,9,0,0,3,4.86,0.28,0,0,2,90,108,3e+06,1.37925696594427,4.05448916408669,4.3696970014036,12791.3034744866,6.72754880694143,133.346083764759,0,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5168",2008,18,3,29,0,0,0,503,128,54,12,94,154,1,5,7,0,716,0,58,3,4,13,2.8986083499006,0.17877094972067,1,1,0,3,3,0,0,0,48,17,8,3,9,16,0,1,0,0,74,0,8,0,0,0,4.5,0.22972972972973,0,0,2,95,106,8333333,1.32405566600398,4.08270377733598,3.3592042565834,18283.5276768933,6.30502793296089,73.9095799369081,0,3,1,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2745",2009,1,5,0,0,0,48,165,53,24,6,24,46,2,1,5,0,242,57,24,2,2,4,3.92727272727273,0.21900826446281,1,0,0,5,0,0,0,3,14,1,1,1,4,3,2,0,1,0,20,3,1,0,0,0,1.92857142857143,0.05,0,0,1,97,98,9e+06,1.4,4.41818181818182,4.37349118707739,12476.0952343406,6.34214876033058,32.2294896581914,65,3,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"824",2010,4,1,1,0,0,0,204,84,35,7,22,26,2,4,3,0,303,14,37,0,3,9,4.63235294117647,0.277227722772277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,101,404000,1.55882352941176,4.78823529411765,5.33462493447874,10900.9262107968,5.51881188118812,47.0236593778966,46,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3520",2014,1,2,6,0,0,0,98,38,19,3,7,23,0,1,3,0,143,0,21,0,2,4,5.23469387755102,0.265734265734266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,102,518400,1.37755102040816,3.90408163265306,4.56085999714571,9742.09924518843,6.49090909090909,19.1758769900225,3,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2521",2013,0,0,0,0,0,0,14,5,0,0,2,4,0,0,1,0,21,2,0,0,0,0,0,0.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,103,3e+06,1.5,3.41428571428571,4.77736734693877,15032.1902189941,5.97142857142857,1.98567335243553,6,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7624",1999,1,1,0,0,0,0,118,47,24,4,14,22,1,1,0,0,175,6,27,0,1,6,5.49152542372881,0.268571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,100,210000,1.55084745762712,4.39491525423729,4.98706808474576,9104.3861326666,6.01714285714286,26.630302012533,31,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"8679",2006,4,6,0,0,0,0,196,51,26,8,29,72,6,1,4,0,272,15,26,2,0,5,3.58163265306122,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,105,3e+06,1.22448979591837,3.82755102040816,3.33807607668067,14657.2307648197,7.38529411764706,33.5919946391639,70,1,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"5933",2002,16,6,34,0,0,0,661,189,83,26,101,193,5,6,2,0,926,0,92,17,4,16,3.39031770045386,0.204103671706264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,92,7750000,1.31618759455371,4.31649016641452,3.68417560506203,13567.2271880675,6.63110151187905,121.600918923915,0,3,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5448",2014,5,5,0,0,0,1,187,33,14,3,17,103,2,3,5,0,242,15,16,2,2,2,2.02139037433155,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,101,9e+06,0.802139037433155,1.48342245989305,1.25756137578999,24981.2892330761,9.51570247933884,13.3882446416072,73,2,8,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"5918",2006,11,11,22,0,0,0,420,157,75,20,41,99,5,7,10,0,613,0,86,8,6,12,4.82142857142857,0.256117455138662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,96,380000,1.41428571428571,4.62857142857143,4.89288493125146,9954.95183373876,6.43752039151713,96.8961101806241,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"9411",2013,19,9,32,4,2,0,640,192,77,19,40,161,0,3,7,0,865,0,81,9,4,18,3.2484375,0.221965317919075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,101,7500000,1.0875,3.509375,2.78763770691835,15544.9928139705,6.98150289017341,92.1398664454635,0,2,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4731",2005,9,13,30,0,0,0,536,211,83,22,44,86,5,4,9,1,769,1,85,3,7,23,4.18097014925373,0.274382314694408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,102,3950000,1.42723880597015,4.64402985074627,4.90991563088329,12197.3861215883,5.99297789336801,119.779669757161,1,1,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1241",2014,0,1,0,0,0,0,20,8,8,2,4,8,0,0,0,0,31,1,8,0,0,0,10.8,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,104,515500,1.8,6.5,7.8335335483871,4814.52283625759,6.94838709677419,7.92580972593891,6,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"2302",1998,0,0,0,0,0,0,12,4,3,0,2,1,0,0,0,0,17,0,3,0,0,1,6.75,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,102,215000,1.5,4.2,3.87737058823529,7555.0973738196,4.69411764705882,1.63085586678965,3,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
