"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"2171",2005,1,2,0,0,0,7,46,10,6,2,11,16,2,1,0,0,65,13,6,0,0,1,3.52173913043478,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,100,2e+06,1.3695652173913,4.5695652173913,3.44040307692308,14196.6699017852,6.69230769230769,8.35902356160936,15,1,6,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5896",2010,2,4,1,0,0,0,126,37,28,10,22,38,2,2,2,0,185,9,28,1,1,4,6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,97,414000,1.4047619047619,6.05714285714286,4.95668337837838,8082.84314625552,6.43783783783784,34.7371640830557,39,2,4,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1258",1999,4,6,13,0,0,0,214,86,58,14,30,41,0,13,3,0,326,1,64,2,4,8,7.31775700934579,0.263803680981595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,94,3e+06,1.62616822429907,5.98971962616822,6.29027958832635,6422.34359245077,5.69447852760736,64.2666110271678,5,0,16,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"8800",2015,11,8,29,1,0,0,509,163,86,25,40,157,1,4,9,1,706,0,92,4,5,8,4.56188605108055,0.230878186968839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,94,528600,1.19646365422397,4.11355599214145,3.74102163437724,10302.1314679598,7.25269121813031,99.9904374956491,0,1,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4591",2006,15,13,32,0,0,0,545,179,87,28,81,160,6,7,4,4,797,0,98,4,2,13,4.31009174311927,0.224592220828105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,100,6e+06,1.43119266055046,4.74678899082569,4.56947940004374,11599.9776558814,6.61957340025094,125.650672116491,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4630",2010,1,0,0,0,0,0,59,25,16,1,10,12,0,1,2,0,94,5,16,0,1,2,7.32203389830508,0.265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,99,2500000,1.77966101694915,4.47118644067797,6.12043873061666,6760.00670350495,5.4,13.2893503014066,19,1,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"9347",2015,1,0,0,0,0,0,61,23,18,10,7,21,0,0,1,0,92,10,18,0,0,0,7.9672131147541,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,102,511900,1.47540983606557,8.70819672131148,7.58335227191732,6400.84638615271,7.09565217391304,28.7568213239724,20,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2902",2005,2,1,0,0,0,0,174,54,24,5,21,42,4,3,1,0,247,12,29,2,4,5,3.72413793103448,0.218623481781377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,104,350000,1.29310344827586,3.80344827586207,3.38427029177719,13962.116225147,6.56599190283401,28.8956717445383,40,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"9143",2012,0,0,0,0,0,0,14,10,1,0,3,7,0,1,0,0,26,3,1,1,0,0,1.92857142857143,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,94,493500,2.78571428571429,2.12857142857143,11.8305892857143,24368.892509673,7.24615384615385,5.71358795740252,8,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"3990",2008,0,2,2,0,0,0,103,32,13,2,13,26,0,2,1,0,141,8,13,2,1,3,3.40776699029126,0.226950354609929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,97,405000,1.31067961165049,3.66601941747573,3.58500289196447,14231.3306677661,6.42127659574468,15.4340648825851,29,1,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8787",2008,1,3,0,0,0,0,114,53,29,12,11,24,3,2,1,0,178,11,31,1,2,2,6.86842105263158,0.297752808988764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,102,4500000,1.68421052631579,6.75263157894737,7.53131368273211,7424.83707427098,6.41123595505618,45.9344779971684,59,1,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8626",2010,18,9,33,4,0,0,673,190,84,14,71,219,0,11,6,2,925,0,89,6,8,8,3.36998514115899,0.205405405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,81,101,12850000,1.16344725111441,3.08855869242199,2.79298490630898,14984.3205471125,7.24216216216216,88.5205608549745,0,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6901",2004,3,8,0,0,0,0,198,72,27,7,17,38,7,1,7,0,285,18,29,4,1,10,3.68181818181818,0.252631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,114,9e+05,1.34848484848485,4.2,4.35675023923445,15480.5426581206,6.28421052631579,38.904093532545,65,1,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"760",1999,3,11,16,0,0,0,402,169,102,29,44,82,0,5,4,0,604,8,107,3,4,9,6.85074626865672,0.279801324503311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,101,4500000,1.58955223880597,5.86417910447761,6.35312677918355,7371.01267713915,6.07549668874172,125.74172324658,23,1,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3290",2006,9,8,23,0,0,0,397,117,60,19,48,145,4,5,3,0,558,0,66,6,8,5,4.08060453400504,0.209677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,104,4e+05,1.24685138539043,3.94055415617128,3.60528131957423,12742.4371066284,7.50752688172043,77.315555910376,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1751",2006,4,5,9,0,0,0,221,90,40,8,39,43,7,2,2,0,333,5,44,1,4,13,4.8868778280543,0.27027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,99,405000,1.75113122171946,4.8289592760181,6.12584941910236,10128.5524167769,5.72432432432432,56.9859768257161,20,2,2,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3910",1999,3,4,0,0,0,39,206,60,31,11,26,55,1,0,2,1,291,65,32,2,2,6,4.0631067961165,0.206185567010309,1,0,0,2,0,0,0,0,6,2,1,0,1,1,1,0,0,0,9,2,1,0,0,0,4.5,0.222222222222222,0,0,1,97,103,3e+06,1.25242718446602,4.86019417475728,3.7607064157742,12674.2612332151,6.55463917525773,42.3146794298638,72,3,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2324",2015,0,0,0,0,0,0,50,12,8,4,16,22,0,2,0,0,75,7,8,0,2,1,4.32,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,105,509600,1.68,6.56,5.91853696,12152.0408126694,6.36,14.9411616055258,22,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"4265",2007,10,8,22,0,0,0,355,131,80,20,68,107,3,4,16,1,562,4,90,4,6,7,6.08450704225352,0.233096085409253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,108,2500000,1.68169014084507,5.64225352112676,6.43886280011027,8874.46180490942,5.95516014234875,99.963272628945,6,1,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1983",2013,3,3,0,0,0,0,140,45,20,3,25,42,3,6,5,0,208,12,21,2,2,6,3.85714285714286,0.216346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,102,513000,1.5,3.97142857142857,4.49637354052198,13221.4204041843,6.26538461538462,24.7066239723759,58,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8765",2004,12,10,30,0,0,0,565,197,102,29,63,116,3,9,16,0,831,0,121,2,4,11,4.87433628318584,0.237063778580024,1,1,0,4,1,0,0,0,33,12,12,2,8,8,2,0,1,0,54,1,12,1,2,1,9.81818181818182,0.222222222222222,0,0,2,98,105,4670000,1.38053097345133,5.18053097345133,4.732379402575,10770.0440143658,5.97761732851986,129.151657414985,2,2,12,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4960",2009,8,9,31,0,0,0,584,221,96,14,60,119,4,11,6,1,836,0,102,7,1,28,4.43835616438356,0.264354066985646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,99,5e+06,1.44349315068493,3.86780821917808,4.45182094458691,11152.1014543697,6.21818181818182,110.053350220934,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"8518",2005,3,4,0,0,0,15,199,51,18,5,20,75,1,3,2,0,268,34,19,3,1,3,2.44221105527638,0.190298507462687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,105,359000,1.07035175879397,2.86834170854271,2.43130257068927,21495.6099708552,7.81791044776119,24.9446592499466,61,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"2533",2001,5,6,14,0,0,0,238,103,61,8,33,35,3,0,0,0,366,2,62,4,3,11,6.92016806722689,0.281420765027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,105,6e+05,1.71428571428571,4.76302521008403,5.82179039812646,7586.06088764673,5.56393442622951,60.408795235718,6,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6604",2002,3,3,0,0,0,1,221,57,30,5,28,72,2,2,2,0,304,20,33,3,1,2,3.66515837104072,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,94,845000,1.15384615384615,3.26787330316742,2.64132365741843,12822.6791538994,7.13684210526316,28.4946314218306,68,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"9405",1999,9,3,0,0,0,3,263,50,23,9,23,67,1,2,2,0,336,14,24,3,6,5,2.36121673003802,0.148809523809524,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0.25,1,0,1,95,105,250000,0.832699619771863,3.82737642585551,1.53161431457089,22232.9511911795,6.93571428571429,28.4009462715161,65,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1911",1999,0,1,0,0,0,0,104,50,34,3,21,16,1,1,5,3,180,5,36,5,2,2,8.82692307692308,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,95,240000,2.04807692307692,5.56538461538462,7.89974817307692,5380.93728758201,4.8,31.2258966276096,56,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"8092",2007,5,2,0,0,0,16,150,35,16,5,12,63,3,0,0,0,199,35,20,2,1,0,2.88,0.175879396984925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,94,3300000,0.94,2.52,1.83551914572864,16318.4548055846,8.65628140703518,18.5551437246165,48,1,2,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3091",2015,0,2,9,0,0,0,122,52,25,4,14,40,2,3,2,0,185,0,26,2,4,3,5.5327868852459,0.281081081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,118,509500,1.62295081967213,3.54426229508197,5.59744127603013,10663.0570385791,7.08648648648649,29.1351828425171,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2193",2003,0,1,1,0,0,0,9,5,5,2,3,4,2,0,0,1,17,0,5,0,0,0,15,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,105,225000,2.66666666666667,10.2,15.0129647058824,3499.78775404878,7.51764705882353,7.5826052812408,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"102",1998,4,9,0,0,0,38,223,75,35,8,15,57,1,1,1,0,307,64,35,3,2,7,4.23766816143498,0.244299674267101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,102,4300000,1.21076233183857,3.67085201793722,3.44936813733366,12034.1908168698,7.04169381107492,39.2478084242036,68,0,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"214",2000,11,7,30,0,0,0,525,137,68,21,90,194,2,12,6,2,735,0,80,8,6,15,3.49714285714286,0.186394557823129,1,0,0,3,2,0,0,0,12,5,7,0,11,5,0,9,0,0,26,0,7,1,1,0,15.75,0.192307692307692,0,0,1,95,101,4e+05,1.29714285714286,4.15428571428571,3.62937314985423,14439.4837891718,7.03265306122449,93.2529806802463,1,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4486",2004,5,1,0,0,0,0,125,40,18,7,15,35,0,0,0,0,175,6,20,2,2,6,3.888,0.228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,102,3e+05,1.32,4.784,4.20417530285714,13116.4884962146,6.77142857142857,28.0514736185817,32,3,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8789",2000,7,1,0,0,0,0,200,49,31,5,38,56,6,2,5,1,287,14,35,4,2,5,4.185,0.170731707317073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,92,255000,1.305,4.16,3.23376040418119,10990.9702465434,6.19442508710801,29.0168243580763,70,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8352",2015,0,2,0,0,0,0,103,31,14,7,12,34,1,3,3,1,151,9,22,0,2,1,3.66990291262136,0.205298013245033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,101,513900,1.25242718446602,5.09320388349515,4.19676497138816,13759.7475454911,6.98940397350993,24.2701666615824,24,2,3,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6406",2013,3,8,0,0,0,1,214,47,27,7,34,74,1,1,0,0,291,12,31,2,0,5,3.40654205607477,0.161512027491409,1,0,0,3,0,0,0,0,10,3,0,0,1,4,0,1,0,0,13,0,0,0,0,0,0,0.230769230769231,0,0,2,92,95,3e+06,1.13551401869159,3.78878504672897,2.53321042489643,13942.9130001591,7.09072164948454,29.5669437981749,80,0,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8634",2003,0,2,0,0,0,2,122,39,19,7,26,34,2,2,3,0,187,11,20,2,1,4,4.20491803278689,0.20855614973262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,92,302000,1.59836065573771,5.75737704918033,5.53873263785395,10938.9077559018,5.84919786096257,31.8773566686265,31,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7810",2012,1,2,0,0,0,1,165,47,27,9,23,51,1,3,1,0,233,7,29,2,1,0,4.41818181818182,0.201716738197425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,95,1275000,1.27272727272727,4.72727272727273,3.79627467030823,10750.376845917,6.84206008583691,34.427602669126,63,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"181",2001,4,9,22,1,0,0,400,156,77,25,30,55,2,2,1,1,571,1,93,7,4,14,5.1975,0.273204903677758,1,1,1,4,1,0,0,0,38,12,4,2,4,4,0,1,1,0,54,0,4,1,0,2,2.84210526315789,0.222222222222222,0,0,1,92,107,5375000,1.395,5.465,5.00098385310858,10292.7860835077,5.94640980735552,104.311996964311,7,2,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"4875",2013,15,10,33,0,0,0,605,189,89,14,76,198,0,6,11,0,856,0,92,11,8,18,3.97190082644628,0.220794392523364,1,2,2,5,3,0,0,0,52,19,10,1,11,17,2,0,1,0,80,1,10,1,1,3,5.19230769230769,0.2375,0,0,1,97,97,535000,1.31404958677686,3.43305785123967,3.67087127326794,12210.037711572,6.95607476635514,95.4974515800204,0,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7012",2008,2,5,8,0,0,0,143,61,32,5,13,29,2,1,0,1,215,3,37,0,1,4,6.04195804195804,0.283720930232558,1,0,0,2,0,0,0,0,19,5,1,0,3,6,0,0,0,0,25,0,1,0,0,1,1.42105263157895,0.2,0,0,1,89,105,405000,1.55244755244755,4.03916083916084,5.06190214994308,8688.70918105861,6.4046511627907,33.495446230108,5,2,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8355",2010,0,0,0,0,0,0,37,9,0,0,3,6,0,0,0,0,45,1,1,0,1,3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,105,390000,0.972972972972973,2.95675675675676,1.72309081081081,9224.70735635151,6.2,2.53571276314556,11,1,3,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4324",2002,11,4,0,0,0,44,281,73,34,7,46,93,6,5,4,0,398,79,38,6,1,4,3.26690391459075,0.183417085427136,1,0,0,3,0,0,0,1,9,5,3,1,2,3,0,0,0,0,16,3,3,0,0,0,9,0.3125,0,0,1,103,97,4250000,1.27046263345196,3.59501779359431,3.1007285779431,14844.9602882209,6.87738693467337,40.7513272178138,84,1,3,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5034",2001,5,6,16,0,0,0,388,113,50,14,59,98,4,1,4,2,556,9,62,6,5,11,3.47938144329897,0.203237410071942,1,0,0,2,0,0,0,0,6,2,0,1,2,3,0,0,0,0,11,2,4,0,0,0,0,0.181818181818182,0,0,1,88,102,230000,1.32989690721649,4.46030927835052,3.70144336201142,14656.88890521,6.24172661870504,69.9329767700383,22,2,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5385",2002,3,1,0,0,0,0,132,55,30,12,22,37,2,1,2,0,208,8,33,0,0,2,6.13636363636364,0.264423076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,116,550000,1.75,6.56363636363636,7.4472063319493,9451.27867548412,6.26538461538462,49.3159117305459,58,2,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"6571",2001,0,1,0,0,0,0,55,16,10,2,14,13,2,0,0,0,82,4,10,0,1,2,4.90909090909091,0.195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,95,208000,1.63636363636364,5.16363636363636,4.73414922394679,9675.33916132534,5.54634146341463,11.8049051159694,16,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6678",2006,1,6,9,0,0,0,131,46,35,9,28,38,2,5,8,0,211,0,39,2,2,3,7.21374045801527,0.218009478672986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,103,3650000,1.69465648854962,6.47480916030534,6.84166528345574,7138.72050874984,5.62748815165877,39.9264447262654,0,3,4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8232",2001,10,9,28,0,0,0,484,172,81,13,69,107,4,2,11,1,712,1,98,8,4,21,4.51859504132231,0.241573033707865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,95,3100000,1.49380165289256,4.33429752066116,4.70053974428916,10511.4795826745,5.92247191011236,94.3166088789177,6,2,8,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3613",2015,18,9,31,2,2,0,605,180,79,23,58,191,0,10,9,0,826,0,80,4,4,18,3.52561983471074,0.217917675544794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,76,94,25857143,1.1801652892562,3.78512396694215,3.37364838882997,13330.1808032117,7.20145278450363,102.254329990884,0,1,10,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4973",2006,6,5,15,1,1,0,270,69,36,15,33,71,1,3,2,0,365,1,40,3,1,3,3.6,0.189041095890411,1,1,0,3,3,0,0,0,41,10,4,1,11,13,2,0,1,0,62,0,5,1,0,0,2.63414634146341,0.161290322580645,0,0,1,97,97,391000,1.13333333333333,4.92222222222222,3.22261676712329,13471.4052437592,6.61643835616438,51.0002492300024,1,3,2,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
