"","l_W","l_L","l_GS","l_CG","l_SHO","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_WP","l_HBP","l_BFP","l_R","l_SH","l_SF","l_GIDP","round","po_L","po_GS","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_BFP","po_R","GP","salary","kwERA","BSR","l_GM","attendance.f","career","b1.WHIP","b1.FIP","b1.kwERA","b1.BSR","b1.round","b1.l_GM","b2.WHIP","b2.kwERA","b2.BSR","b2.round"
"3746",4,1,0,0,0,243,70,31,13,21,60,1,3,333,33,2,4,5,1,0,0,22,6,3,1,1,3,28,3,0,1500000,6.76936936936937,46.2152392262748,45,3,13,1.48623853211009,5.30550458715596,6.35541401273885,60.6545771012919,0,17,1.45286506469501,5.73587786259542,117.6968011966,0
"3747",3,1,0,0,0,193,58,27,5,23,51,1,1,273,31,2,4,5,1,0,0,2,2,2,0,0,0,5,2,0,2e+06,6.67472527472527,29.8854604983129,61,3,14,1.12345679012346,4.61975308641975,6.76936936936937,46.2152392262748,1,45,1.48623853211009,6.35541401273885,60.6545771012919,0
"3748",7,1,0,0,0,216,67,23,5,16,48,3,4,291,24,4,3,8,1,0,0,4,0,0,0,1,1,4,0,0,3665000,6.63711340206186,30.3503633467984,54,3,15,1.25906735751295,3.65077720207254,6.67472527472527,29.8854604983129,1,61,1.12345679012346,6.76936936936937,46.2152392262748,1
"3749",5,1,1,0,0,219,61,22,5,22,65,7,5,293,22,4,5,7,1,0,0,26,7,3,0,4,8,35,3,0,3e+06,7.2839590443686,28.9037465311129,62,3,16,1.15277777777778,3.51944444444444,6.63711340206186,30.3503633467984,1,54,1.25906735751295,6.67472527472527,29.8854604983129,1
"3750",1,2,0,0,0,185,53,17,4,15,65,0,2,244,20,5,3,8,1,1,0,28,7,5,0,4,10,39,5,0,3250000,7.95737704918033,23.6670998929769,64,2,17,1.13698630136986,3.09041095890411,7.2839590443686,28.9037465311129,1,62,1.15277777777778,6.63711340206186,30.3503633467984,1
"3751",5,5,0,0,0,153,47,13,3,11,44,0,1,215,17,4,0,0,1,0,0,19,6,4,1,0,6,25,4,0,4e+06,7.24186046511628,20.1492532264339,61,2,18,1.1027027027027,2.56756756756757,7.95737704918033,23.6670998929769,1,64,1.13698630136986,7.2839590443686,28.9037465311129,1
"3752",3,4,0,0,0,170,43,13,3,15,52,3,4,221,13,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,7.19185520361991,18.1183737109343,62,1,19,1.13725490196078,2.88627450980392,7.24186046511628,20.1492532264339,1,61,1.1027027027027,7.95737704918033,23.6670998929769,1
"3753",3,4,0,0,0,147,47,21,6,15,40,0,2,204,24,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,6.81176470588235,27.6912639746201,50,2,20,1.02352941176471,3.05882352941176,7.19185520361991,18.1183737109343,0,62,1.13725490196078,7.24186046511628,20.1492532264339,1
"3754",0,0,0,0,0,36,25,17,2,4,12,1,0,62,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2e+05,7.14193548387097,16.7743530095958,7,0,2,1.58083832335329,4.67305389221557,5.736,34.7124198667012,0,9,0.866666666666667,7.97142857142857,2.72472810049743,0
"3755",8,11,33,0,0,605,195,94,30,69,113,5,3,855,106,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,2800000,6.15789473684211,127.681130563582,0,0,3,1.76037735849057,5.22075471698113,6.1409200968523,160.177734401255,0,0,1.30073800738007,6.74034165571616,103.181643391769,0
"3756",2,4,11,0,0,188,83,42,11,25,42,2,0,289,45,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2800000,6.18892733564014,57.9689775922089,0,0,4,1.30909090909091,4.89090909090909,6.15789473684211,127.681130563582,0,0,1.76037735849057,6.1409200968523,160.177734401255,0
"3757",4,8,15,0,0,243,93,50,10,27,53,0,2,357,54,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,450000,6.34117647058824,55.4435106976406,2,0,5,1.72340425531915,5.24255319148936,6.18892733564014,57.9689775922089,0,0,1.30909090909091,6.15789473684211,127.681130563582,0
"3758",0,0,0,0,0,1,3,4,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,3,3.07071833472726,1,1,5,1.15384615384615,2.73846153846154,6.54285714285714,0.795492768247562,0,4,1.51327433628319,6.58604651162791,28.6729424080448,0
"3759",0,1,0,0,0,53,21,10,4,7,15,0,1,81,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,6.43703703703704,16.6328136776186,13,2,12,1.3021978021978,4.88131868131868,6.33385214007782,37.2363975861714,1,61,1.17961165048544,6.68113879003559,26.4237899669357,0
"3760",0,1,0,0,0,74,26,22,4,20,24,1,0,120,24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1750000,5.9,21.9167013513139,28,3,13,1.58490566037736,5.80377358490566,6.43703703703704,16.6328136776186,0,13,1.3021978021978,6.33385214007782,37.2363975861714,1
"3761",5,2,0,0,0,164,51,21,8,31,39,5,3,243,23,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,950000,5.84444444444444,37.6552992949973,63,1,2,1.35326086956522,4.25978260869565,6.20597014925373,32.6874020182341,0,66,1.17613636363636,6.4,29.5804456315456,1
"3762",3,1,0,0,0,165,53,25,8,16,53,5,1,233,26,4,0,3,1,0,0,3,1,1,1,0,1,4,1,0,1350000,7.30557939914163,33.3692736830812,52,2,3,1.5,5.3219512195122,5.84444444444444,37.6552992949973,0,63,1.35326086956522,6.20597014925373,32.6874020182341,0
"3763",3,3,0,0,0,123,50,25,5,16,42,3,1,189,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,7.05079365079365,30.5865834633385,40,2,4,1.25454545454545,4.03636363636364,7.30557939914163,33.3692736830812,1,52,1.5,5.84444444444444,37.6552992949973,0
"3764",3,3,0,0,0,116,38,25,3,27,39,3,2,180,27,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,6.2,24.0510843247284,47,2,2,2.13157894736842,6.87105263157895,5.49090909090909,32.5535158416045,0,32,1.73684210526316,5.95172413793104,10.3957251024543,0
"3765",2,1,0,0,0,27,6,11,1,13,6,1,0,45,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,4.33333333333333,6.66833338641358,16,3,3,1.68103448275862,4.28620689655172,6.2,24.0510843247284,0,47,2.13157894736842,5.49090909090909,32.5535158416045,0
"3766",0,0,0,0,0,7,3,1,1,3,4,0,2,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,6.15,4.33902154747318,6,3,21,1.5,4.825,6.73333333333333,22.2481716537469,0,65,1.30588235294118,6.48641975308642,29.1487562954392,0
"3767",0,1,0,0,0,48,17,7,3,7,21,0,0,69,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1100000,8.00869565217391,12.8234258783114,35,3,22,2.57142857142857,9.2,6.15,4.33902154747318,0,6,1.5,6.73333333333333,22.2481716537469,0
"3768",1,2,0,0,0,81,24,9,4,12,22,2,0,119,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,6.50924369747899,16.8450356702247,56,3,23,1.5,4.1375,8.00869565217391,12.8234258783114,0,35,2.57142857142857,6.15,4.33902154747318,0
"3769",2,2,0,0,0,102,41,29,4,21,29,7,3,166,31,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,5.97831325301205,27.7684264410301,65,1,24,1.33333333333333,4.71851851851852,6.50924369747899,16.8450356702247,0,56,1.5,8.00869565217391,12.8234258783114,0
"3770",13,11,32,2,0,626,223,101,25,76,135,7,12,916,114,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,575000,6.0943231441048,133.986998977219,0,1,2,1.3562874251497,5.52634730538922,5.80677966101695,72.6791725704546,0,0,1.55172413793103,6.33577981651376,35.2015293425637,0
"3771",15,9,32,4,1,652,188,91,40,68,162,7,5,896,97,2,5,14,1,0,3,39,18,13,2,9,7,64,13,0,2266667,6.59196428571429,137.868956239354,0,1,3,1.43290734824281,4.64249201277955,6.0943231441048,133.986998977219,0,0,1.3562874251497,5.80677966101695,72.6791725704546,0
"3772",16,13,32,1,0,540,209,104,28,63,94,4,12,814,121,3,7,16,0,0,0,0,0,0,0,0,0,0,0,0,3266667,5.68009828009828,137.311529872408,0,3,4,1.17791411042945,5.10950920245399,6.59196428571429,137.868956239354,1,0,1.43290734824281,6.0943231441048,133.986998977219,0
"3773",5,7,14,0,0,384,139,63,18,38,82,5,4,543,64,2,3,14,1,0,0,6,2,1,0,1,0,9,1,0,3550000,6.37237569060774,85.5809437722575,20,3,5,1.51111111111111,5.42777777777778,5.68009828009828,137.311529872408,0,0,1.17791411042945,6.59196428571429,137.868956239354,1
"3774",9,11,30,1,0,514,206,102,34,51,96,4,7,755,110,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,2500000,6.01986754966887,146.126268059701,0,1,6,1.3828125,4.6375,6.37237569060774,85.5809437722575,1,20,1.51111111111111,5.68009828009828,137.311529872408,0
"3775",11,16,33,0,0,572,230,118,31,64,104,4,18,871,127,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,3100000,5.89598163030999,152.297189142279,0,1,7,1.5,5.65719844357977,6.01986754966887,146.126268059701,0,0,1.3828125,6.37237569060774,85.5809437722575,1
"3776",5,4,10,0,0,312,127,63,16,22,51,2,6,459,65,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3100000,6.02745098039216,77.0859862223098,28,1,8,1.54195804195804,5.29265734265734,5.89598163030999,152.297189142279,0,0,1.5,6.01986754966887,146.126268059701,0
"3777",1,2,2,0,0,90,33,21,5,16,21,1,0,135,22,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,6.02222222222222,24.5803465195073,14,3,11,1.43269230769231,4.99807692307692,6.02745098039216,77.0859862223098,0,28,1.54195804195804,5.89598163030999,152.297189142279,0
"3778",1,2,2,0,0,100,31,18,6,11,25,1,0,141,20,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,6.76170212765958,22.2914648550524,20,3,12,1.63333333333333,5.36666666666667,6.02222222222222,24.5803465195073,0,14,1.43269230769231,6.02745098039216,77.0859862223098,0
"3779",1,2,4,0,0,76,34,17,7,11,8,2,1,117,17,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,5.1948717948718,29.3821837443755,3,2,14,1.26,4.85,6.76170212765958,22.2914648550524,0,20,1.63333333333333,6.02222222222222,24.5803465195073,0
"3780",14,12,32,0,0,587,192,109,28,112,167,8,7,871,117,10,6,14,1,0,1,16,2,1,0,4,4,21,1,0,912500,6.07508610792193,139.503476641063,1,3,2,1.51203852327448,4.94317817014446,5.89457700650759,129.741716311662,0,0,1.53962264150943,6.19187817258883,59.9634983591375,0
"3781",17,9,33,1,1,656,187,80,13,91,169,8,0,911,90,10,4,20,0,0,0,0,0,0,0,0,0,0,0,0,2862500,6.46695938529089,92.4357839832005,0,3,3,1.55366269165247,5.16252129471891,6.07508610792193,139.503476641063,1,1,1.51203852327448,5.89457700650759,129.741716311662,0
"3782",14,10,33,2,0,643,191,86,15,94,137,5,4,911,89,15,6,19,1,0,5,75,27,16,3,13,13,114,16,0,4662500,5.97958287596048,100.575369423959,0,3,4,1.27134146341463,3.6344512195122,6.46695938529089,92.4357839832005,0,0,1.55366269165247,6.07508610792193,139.503476641063,1
"3783",21,7,34,1,1,637,177,90,17,102,149,5,4,912,101,6,7,9,1,1,2,32,15,6,1,7,9,52,6,1,6200000,6.05789473684211,100.021399067626,0,1,5,1.32970451010886,4.13312597200622,5.97958287596048,100.575369423959,1,0,1.27134146341463,6.46695938529089,92.4357839832005,0
"3784",15,9,34,2,1,614,197,94,23,112,143,4,3,896,98,10,7,21,1,0,1,9,7,5,1,1,1,17,5,0,7375000,5.86875,128.970755731231,0,1,6,1.31397174254317,4.23610675039246,6.05789473684211,100.021399067626,1,0,1.32970451010886,5.97958287596048,100.575369423959,1
"3785",5,11,22,0,0,345,147,88,18,65,46,5,4,551,92,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,7875000,4.96442831215971,106.342931856791,0,1,7,1.50977198697068,4.84657980456026,5.86875,128.970755731231,1,0,1.31397174254317,6.05789473684211,100.021399067626,1
"3786",0,8,11,0,0,189,86,57,18,40,44,2,3,303,60,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,380000,5.47920792079208,81.1090102385832,15,1,8,1.84347826086957,6.15652173913043,4.96442831215971,106.342931856791,0,0,1.50977198697068,5.86875,128.970755731231,1
"3787",2,3,8,0,0,147,57,30,4,20,27,0,6,223,32,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,380000,5.50762331838565,31.2033780682192,4,3,9,2,7.51746031746032,5.47920792079208,81.1090102385832,0,15,1.84347826086957,4.96442831215971,106.342931856791,0
"3788",3,6,13,0,0,257,95,53,8,48,65,3,4,387,56,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,750000,5.86511627906977,58.5459675498814,10,2,11,1.57142857142857,4.68979591836735,5.50762331838565,31.2033780682192,0,4,2,5.47920792079208,81.1090102385832,0
"3789",0,1,0,0,0,21,10,8,0,5,6,1,0,35,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750000,6.08571428571429,5.21678365115846,6,3,12,1.6692607003891,4.64747081712062,5.86511627906977,58.5459675498814,0,10,1.57142857142857,5.50762331838565,31.2033780682192,0
"3790",0,1,0,0,0,48,19,11,1,10,13,0,0,77,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,6.17922077922078,11.0529704451512,11,2,10,1.5,4.76818181818182,6.23076923076923,21.1099813372804,0,0,1.26693227091633,6.7072625698324,49.5464069552729,0
"3791",2,0,2,0,0,53,25,14,3,5,10,0,2,79,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,450000,5.85569620253165,16.2929577464789,7,3,12,1.8125,3.8875,6.17922077922078,11.0529704451512,0,11,1.5,6.23076923076923,21.1099813372804,0
"3792",0,2,0,0,0,85,33,15,3,8,13,2,4,126,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,393000,5.68571428571429,18.1416190323337,25,0,2,2.0377358490566,6.2,5.95813953488372,21.489817327744,0,12,1.21348314606742,5.79344262295082,14.9408206158049,0
"3793",4,3,0,0,0,182,87,41,10,12,31,0,4,276,43,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,393000,6.05217391304348,53.8628962140495,43,0,3,1.44705882352941,4.71764705882353,5.68571428571429,18.1416190323337,0,25,2.0377358490566,5.95813953488372,21.489817327744,0
"3794",0,2,3,0,0,75,31,11,0,14,12,0,1,118,12,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,420500,5.19661016949153,14.1918122334521,4,1,4,1.78285714285714,6.16571428571429,5.04835164835165,55.0915104740904,0,2,1.44621513944223,5.82391304347826,64.1713223211969,0
"3795",0,1,2,0,0,38,15,9,3,2,7,0,0,52,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,420500,6.55384615384615,10.89269100873,1,2,5,1.8,3.92,5.19661016949153,14.1918122334521,0,4,1.78285714285714,5.04835164835165,55.0915104740904,0
"3796",1,6,13,0,0,213,94,48,16,20,35,3,6,328,49,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,420500,5.91219512195122,69.3072760871588,0,0,6,1.34210526315789,5.64736842105263,6.55384615384615,10.89269100873,0,1,1.8,5.19661016949153,14.1918122334521,0
"3797",3,6,0,0,0,202,57,28,7,35,70,1,2,293,30,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1500000,6.83344709897611,36.214444542154,46,2,5,1.5,3.62857142857143,5.94545454545455,1.72812170507607,0,5,1.2680412371134,7.07647058823529,34.1935389562929,0
"3798",0,0,0,0,0,13,8,10,3,2,6,0,1,23,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,7.48695652173913,10.4258272204338,4,0,6,1.36633663366337,4.03168316831683,6.83344709897611,36.214444542154,0,46,1.5,5.94545454545455,1.72812170507607,0
"3799",8,2,0,0,0,203,64,29,1,28,66,0,4,296,32,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2400000,6.94054054054054,25.8662139571947,59,0,7,2.30769230769231,10.8153846153846,7.48695652173913,10.4258272204338,0,4,1.36633663366337,6.83344709897611,36.214444542154,0
"3800",2,5,0,0,0,152,58,21,3,20,47,3,2,232,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,6.84827586206897,29.1675080966106,48,3,8,1.35960591133005,2.68275862068966,6.94054054054054,25.8662139571947,0,59,2.30769230769231,7.48695652173913,10.4258272204338,0
"3801",2,1,0,0,0,110,32,10,3,11,36,0,1,151,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,7.30728476821192,16.113729303097,31,3,9,1.53947368421053,3.23947368421053,6.84827586206897,29.1675080966106,0,48,1.35960591133005,6.94054054054054,25.8662139571947,0
"3802",0,0,0,0,0,7,9,11,2,7,0,0,0,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,2.2695652173913,14.5391189778618,4,2,10,1.17272727272727,3.28181818181818,7.30728476821192,16.113729303097,0,31,1.53947368421053,6.84827586206897,29.1675080966106,0
"3803",10,5,21,0,0,382,116,42,15,29,108,1,5,514,48,7,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3250000,7.12762645914397,64.1964348517821,0,2,2,1.18884120171674,3.17424892703863,7.22008368200837,102.019065013037,0,1,1.05882352941176,7.82086956521739,60.3459800649365,0
"3804",20,10,35,2,2,711,233,92,17,62,206,5,11,983,100,11,4,21,1,0,3,58,26,9,3,8,10,89,9,0,5900000,7.08463886063072,110.34686671298,1,3,3,1.13874345549738,3.83612565445026,7.12762645914397,64.1964348517821,0,0,1.18884120171674,7.22008368200837,102.019065013037,0
"3805",20,12,35,4,1,725,243,79,18,48,184,5,8,1002,85,12,7,22,1,0,4,82,22,10,2,11,22,117,10,1,1.1e+07,6.9688622754491,111.696182551112,0,2,4,1.24472573839662,3.25485232067511,7.08463886063072,110.34686671298,1,1,1.13874345549738,7.12762645914397,64.1964348517821,0
"3806",15,8,32,2,0,662,220,73,18,38,166,1,6,896,76,12,4,23,0,0,0,0,0,0,0,0,0,0,0,1,1.3e+07,7.0875,102.058694254535,1,3,5,1.20413793103448,3.30344827586207,6.9688622754491,111.696182551112,1,0,1.24472573839662,7.08463886063072,110.34686671298,1
"3807",14,7,32,1,0,636,221,75,14,60,154,1,7,910,80,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1.3e+07,6.62637362637363,104.612187361378,1,3,6,1.16918429003021,3.29969788519637,7.0875,102.058694254535,0,1,1.20413793103448,6.9688622754491,111.696182551112,1
"3808",17,10,32,3,2,626,199,82,23,47,165,1,10,862,89,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,1.4e+07,6.93132250580046,106.716521581453,0,2,7,1.32547169811321,3.4688679245283,6.62637362637363,104.612187361378,0,1,1.16918429003021,7.0875,102.058694254535,0
"3809",8,6,30,3,0,544,183,83,19,42,138,4,8,757,83,12,5,18,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,6.85838837516513,96.6262989171471,0,2,8,1.17891373801917,3.84217252396166,6.93132250580046,106.716521581453,0,0,1.32547169811321,6.62637362637363,104.612187361378,0
"3810",13,13,32,2,2,635,162,65,19,55,193,2,5,837,70,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1.6e+07,7.33548387096774,82.3278705675712,1,1,9,1.24080882352941,3.80110294117647,6.85838837516513,96.6262989171471,0,0,1.17891373801917,6.93132250580046,106.716521581453,0
"3811",9,10,23,0,0,417,153,57,10,33,93,3,5,594,60,7,3,17,1,1,1,18,6,5,1,1,5,26,5,0,1.6e+07,6.55151515151515,72.4824835447322,0,3,10,1.0251968503937,3.36535433070866,7.33548387096774,82.3278705675712,0,1,1.24080882352941,6.85838837516513,96.6262989171471,0
"3812",4,3,9,0,0,177,79,38,11,11,59,3,3,264,41,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1.6e+07,7.44545454545455,51.1502478647956,8,3,11,1.33812949640288,3.57410071942446,6.55151515151515,72.4824835447322,1,0,1.0251968503937,7.33548387096774,82.3278705675712,0
"3813",0,6,6,0,0,97,49,31,3,9,34,1,1,151,31,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6e+07,7.30728476821192,26.7264320432996,3,2,12,1.52542372881356,4.33559322033898,7.44545454545455,51.1502478647956,0,8,1.33812949640288,6.55151515151515,72.4824835447322,1
"3814",8,2,0,0,0,260,80,22,4,15,45,1,2,349,24,4,3,10,1,1,0,4,3,2,0,0,1,7,2,0,512500,6.60343839541547,31.1555457554832,72,1,2,1.23076923076923,2.2,7.06037735849057,13.414800691704,1,33,1.7027027027027,6.45263157894737,7.47547831899072,0
"3815",2,4,0,0,0,140,64,35,7,6,28,1,2,204,35,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,520000,6.69411764705882,36.8902158484656,41,0,3,1.09615384615385,3.10769230769231,6.60343839541547,31.1555457554832,1,72,1.23076923076923,7.06037735849057,13.414800691704,1
"3816",2,4,0,0,0,179,53,14,3,11,47,3,0,232,17,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,7.26206896551724,21.09377370278,63,1,2,1.42021276595745,3.24787234042553,6.79130434782609,28.1901546638649,1,66,1.06034482758621,7.97692307692308,28.4903622282518,0
"3817",2,1,0,0,0,97,26,9,0,9,23,0,0,131,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,6.77404580152672,7.98583327763402,34,1,3,1.07262569832402,2.83128491620112,7.26206896551724,21.09377370278,0,63,1.42021276595745,6.79130434782609,28.1901546638649,1
"3818",1,4,0,0,0,195,67,26,6,16,70,4,4,272,26,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1300000,7.65,34.1611068577053,75,2,4,1.32765957446809,3.11063829787234,7.1910447761194,36.4822388545711,0,51,1.39240506329114,7.27610619469027,46.8180474190339,0
"3819",1,0,0,0,0,31,3,0,0,2,13,0,1,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1300000,8.82857142857143,0.496071411967084,10,2,5,1.27692307692308,3.12307692307692,7.65,34.1611068577053,0,75,1.32765957446809,7.1910447761194,36.4822388545711,0
"3820",3,5,9,0,0,175,62,24,4,23,35,3,0,254,27,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,482000,5.96692913385827,31.9185983945886,4,0,3,1.15841584158416,4.47722772277228,6.61739130434783,34.7504164860151,0,2,1.63636363636364,6.43448275862069,15.6871096395515,0
"3821",1,3,7,0,0,122,47,37,7,20,40,5,0,185,37,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,482000,6.6972972972973,34.5275416749028,20,2,4,1.45714285714286,4.07428571428571,5.96692913385827,31.9185983945886,0,4,1.15841584158416,6.61739130434783,34.7504164860151,0
"3822",3,0,0,0,0,162,56,26,3,23,53,2,3,238,27,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1250000,6.86218487394958,27.9231395882423,61,2,5,1.64754098360656,4.94590163934426,6.6972972972973,34.5275416749028,0,20,1.45714285714286,5.96692913385827,31.9185983945886,0
"3823",4,0,0,0,0,85,24,9,4,16,26,1,0,122,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1250000,6.58032786885246,17.7790476683,40,0,6,1.46296296296296,3.29259259259259,6.86218487394958,27.9231395882423,0,61,1.64754098360656,6.6972972972973,34.5275416749028,0
"3824",7,12,19,0,0,359,126,71,18,64,68,1,6,542,75,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,440000,5.42214022140221,90.6473493560091,7,0,2,1.38535031847134,4.79554140127389,6.2755364806867,66.6135755947505,0,4,1.28384279475983,6.2110599078341,89.6916070851786,1
"3825",3,2,0,0,0,100,28,20,3,25,35,1,3,153,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,440000,5.94901960784314,19.3243203414376,22,1,3,1.58774373259053,5.69860724233983,5.42214022140221,90.6473493560091,0,7,1.38535031847134,6.2755364806867,66.6135755947505,0
"3826",8,0,4,0,0,189,56,25,8,23,44,3,2,263,27,4,1,6,1,0,0,9,2,0,0,0,1,11,0,0,5e+05,6.26692015209125,34.9975477925024,29,1,4,1.59,4.79,5.94901960784314,19.3243203414376,0,22,1.58774373259053,5.42214022140221,90.6473493560091,0
"3827",0,2,0,0,0,29,8,3,1,5,7,0,1,41,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,5.69268292682927,5.08023768336901,6,1,5,1.25396825396825,4.64444444444444,6.26692015209125,34.9975477925024,1,29,1.59,5.94901960784314,19.3243203414376,0
"3828",14,11,32,1,1,618,198,75,16,53,128,6,15,862,83,10,3,26,0,0,0,0,0,0,0,0,0,0,0,1,425000,6.30487238979118,95.5827161660498,0,0,3,1.41176470588235,2.93529411764706,6.81666666666667,15.4148283058663,0,23,1.53061224489796,6.59587628865979,34.9968965158255,0
"3829",14,12,32,1,1,626,196,84,22,62,133,3,16,876,94,11,7,23,0,0,0,0,0,0,0,0,0,0,0,0,2600000,6.20821917808219,108.200693290263,0,1,4,1.21844660194175,3.88446601941748,6.30487238979118,95.5827161660498,0,0,1.41176470588235,6.81666666666667,15.4148283058663,0
"3830",7,7,20,0,0,346,119,58,16,36,82,2,10,503,63,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3200000,6.40198807157058,73.7487240425151,0,3,5,1.23642172523962,4.35974440894569,6.20821917808219,108.200693290263,0,0,1.21844660194175,6.30487238979118,95.5827161660498,0
"3831",9,12,27,0,0,441,146,77,22,74,103,1,8,654,79,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,4410000,5.95045871559633,104.12183590384,0,2,6,1.34393063583815,4.62196531791908,6.40198807157058,73.7487240425151,0,0,1.23642172523962,6.20821917808219,108.200693290263,0
"3832",15,10,33,0,0,600,206,100,21,70,156,4,17,872,108,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,6.37706422018349,117.122723165411,0,1,7,1.49659863945578,5.23401360544218,5.95045871559633,104.12183590384,0,0,1.34393063583815,6.40198807157058,73.7487240425151,0
"3833",6,10,23,0,0,361,146,77,16,50,71,2,9,553,88,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1.1e+07,5.68209764918626,93.1942997332492,0,1,8,1.38,4.28,6.37706422018349,117.122723165411,0,0,1.49659863945578,5.95045871559633,104.12183590384,0
"3834",14,8,29,1,1,513,185,90,26,65,127,12,15,757,100,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1.2e+07,6.20845442536328,123.113887843052,0,1,9,1.62880886426593,5.19445983379501,5.68209764918626,93.1942997332492,0,0,1.38,6.37706422018349,117.122723165411,0
"3835",12,6,25,0,0,442,156,73,16,54,97,5,8,634,76,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,5025000,6.06246056782334,90.6046260674305,1,1,10,1.46198830409357,5.02456140350877,6.20845442536328,123.113887843052,0,0,1.62880886426593,5.68209764918626,93.1942997332492,0
"3836",6,5,16,1,1,285,79,43,14,24,84,0,7,389,46,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,7.15835475578406,50.0260690161613,0,3,11,1.42533936651584,4.55746606334842,6.06246056782334,90.6046260674305,0,1,1.46198830409357,6.20845442536328,123.113887843052,0
"3837",0,0,0,0,0,26,7,4,0,5,9,0,0,36,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1500000,6.73333333333333,2.8245009351951,9,2,12,1.08421052631579,4.2,7.15835475578406,50.0260690161613,0,0,1.42533936651584,6.06246056782334,90.6046260674305,0
